ID	adj.P.Val	P.Value	F	GI	Gene.symbol	Gene.title	Gene.ID
ILMN_2709787	0.9886	1.07e-01	2.4198496	158749566	Ubn2	ubinuclein 2	320538
ILMN_2994428	0.989314	1.07e-01	2.4181139	146149149	Nobox	NOBOX oogenesis homeobox	18291
ILMN_1251876	0.99311	1.08e-01	2.4127449	47059479	Srpk2	serine/arginine-rich protein specific kinase 2	20817
ILMN_2735766	0.993148	1.08e-01	2.411812	225007588	Zfp790	zinc finger protein 790	233056
ILMN_3030470	0.993333	1.08e-01	2.4104903	157042777	Cir1	corepressor interacting with RBPJ, 1	66935
ILMN_2598239	0.993333	1.08e-01	2.4085174	89337276	Stk25	serine/threonine kinase 25 (yeast)	59041
ILMN_1248041	0.993333	1.08e-01	2.4077186	134949012	Rock2	Rho-associated coiled-coil containing protein kinase 2	19878
ILMN_1242456	0.993333	1.08e-01	2.4074862	75677562	Kank1	KN motif and ankyrin repeat domains 1	107351
ILMN_2682218	0.993333	1.08e-01	2.4069307	567316066	Rpl34	ribosomal protein L34	68436
ILMN_1252310	0.993333	1.08e-01	2.40597	415714787	Dnmt3b	DNA methyltransferase 3B	13436
ILMN_1219565	0.993333	1.08e-01	2.4053983	39930434	Taco1	translational activator of mitochondrially encoded cytochrome c oxidase I	70207
ILMN_3161480	0.993777	1.09e-01	2.4039935	146149152	Fktn	fukutin	246179
ILMN_2758878	0.993862	1.09e-01	2.4030125	158631229	Saraf	store-operated calcium entry-associated regulatory factor	67887
ILMN_2857114	0.995366	1.09e-01	2.3998937	217330637	Strbp	spermatid perinuclear RNA binding protein	20744
ILMN_2593532	0.995366	1.09e-01	2.3990007	118130241	Bud13	BUD13 homolog	215051
ILMN_2826671	0.995366	1.09e-01	2.398279	594190901	Epha7	Eph receptor A7	13841
ILMN_2614080	0.995366	1.09e-01	2.3977263	118130811	Rnf111	ring finger 111	93836
ILMN_2994063	0.995444	1.09e-01	2.3956209	268836895	2810004N23Rik	RIKEN cDNA 2810004N23 gene	66523
ILMN_1242042	0.995444	1.09e-01	2.394762	282721108	Zfp398	zinc finger protein 398	272347
ILMN_1217594	0.995444	1.09e-01	2.3936789	27544958	Olfr952	olfactory receptor 952	235248
ILMN_2929906	0.995444	1.09e-01	2.3936187	40254499	Nts	neurotensin	67405
ILMN_1213975	0.995444	1.10e-01	2.391588	111494231	Slc4a8	solute carrier family 4 (anion exchanger), member 8	59033
ILMN_2753108	0.995444	1.10e-01	2.3915868	142366474	Surf6	surfeit gene 6	20935
ILMN_2468617	0.995444	1.10e-01	2.3913657	125628661	Med12	mediator complex subunit 12	59024
ILMN_3139168	0.995444	1.10e-01	2.3906314	549806748	Eef1d	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	66656
ILMN_2967750	0.995697	1.10e-01	2.3888962	257900441	Amer2	APC membrane recruitment 2	72125
ILMN_2981935	0.995697	1.10e-01	2.3885907	165932388	Nup155	nucleoporin 155	170762
ILMN_1224034	0.995924	1.10e-01	2.3874542	552953857	Pde1b	phosphodiesterase 1B, Ca2+-calmodulin dependent	18574
ILMN_2697415	0.996086	1.10e-01	2.3863945	227498960	Cd3d	CD3 antigen, delta polypeptide	12500
ILMN_2852217	0.996238	1.10e-01	2.3840961	188219581	Gnpda1	glucosamine-6-phosphate deaminase 1	26384
ILMN_2688721	0.996238	1.10e-01	2.3837245	924182128	Dars2	aspartyl-tRNA synthetase 2 (mitochondrial)	226539
ILMN_2657790	0.996238	1.10e-01	2.3829628	444299611	Cdkl2	cyclin-dependent kinase-like 2 (CDC2-related kinase)	53886
ILMN_2651197	0.996238	1.11e-01	2.3825777	34328194	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	19248
ILMN_2924591	0.996238	1.11e-01	2.3814198	142347462	Trmo	tRNA methyltransferase O	74753
ILMN_2798079	0.996238	1.11e-01	2.3810099	229577363	Swt1	SWT1 RNA endoribonuclease homolog (S. cerevisiae)	66875
ILMN_2611510	0.997085	1.11e-01	2.378886	146135037	Med21	mediator complex subunit 21	108098
ILMN_1224516	0.997085	1.11e-01	2.3782884	882939044	Slmap	sarcolemma associated protein	83997
ILMN_1216036	0.99772	1.11e-01	2.3766815	88196781	Cnnm3	cyclin M3	94218
ILMN_2592486	0.997766	1.11e-01	2.3752936	118130401	Pglyrp1	peptidoglycan recognition protein 1	21946
ILMN_1214645	0.997766	1.11e-01	2.3734274	295390023	Tirap	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein	117149
ILMN_2713872	0.997766	1.11e-01	2.3731831	31982544	Pskh1	protein serine kinase H1	244631
ILMN_1226114	0.997766	1.11e-01	2.3728886	105554494	Myh10	myosin, heavy polypeptide 10, non-muscle	77579
ILMN_3086136	0.997766	1.11e-01	2.3723186	80978936	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	347722
ILMN_1222760	0.999983	1.12e-01	2.3682042	NA			
ILMN_2870864	0.999983	1.12e-01	2.3674599	224994200	Pamr1	peptidase domain containing associated with muscle regeneration 1	210622
ILMN_2966558	0.999983	1.12e-01	2.3671523	53292601	Ypel4	yippee-like 4 (Drosophila)	241525
ILMN_2719834	0.999988	1.12e-01	2.3626149	298493205	Ccm2	cerebral cavernous malformation 2	216527
ILMN_1230339	0.999988	1.13e-01	2.3613478	751868088	Slc9a8	solute carrier family 9 (sodium/hydrogen exchanger), member 8	77031
ILMN_2712900	0.999988	1.13e-01	2.3595013	326381096	Sars	seryl-aminoacyl-tRNA synthetase	20226
ILMN_2786070	0.999988	1.13e-01	2.3590544	594190928	Gtf3c5	general transcription factor IIIC, polypeptide 5	70239
ILMN_2642886	0.999988	1.13e-01	2.3556269	146198733	Rnf214	ring finger protein 214	235315
ILMN_2680440	0.999988	1.13e-01	2.3553774	227496856	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	11966
ILMN_2724433	0.999988	1.13e-01	2.3539148	30794189	B3gat1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)	76898
ILMN_1256843	0.999988	1.13e-01	2.3529662	667667678	Dus2	dihydrouridine synthase 2	66369
ILMN_2682811	0.999988	1.13e-01	2.3528062	257471031	Rnf14	ring finger protein 14	56736
ILMN_1245322	0.999988	1.13e-01	2.3524178	134254441	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	74763
ILMN_2621812	0.999988	1.13e-01	2.3516158	162287254	Myog	myogenin	17928
ILMN_1258696	0.999988	1.14e-01	2.3511882	147906510	Dhtkd1	dehydrogenase E1 and transketolase domain containing 1	209692
ILMN_1242619	0.999988	1.14e-01	2.3511377	148839317	Smchd1	SMC hinge domain containing 1	74355
ILMN_2751619	0.999988	1.14e-01	2.3486646	55742806	Bloc1s3	biogenesis of lysosomal organelles complex-1, subunit 3	232946
ILMN_3158633	0.999988	1.14e-01	2.3486362	83649759	Wash1	WAS protein family homolog 1	68767
ILMN_1234672	0.999988	1.14e-01	2.3482277	93587676	Ddx17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	67040
ILMN_2704360	0.999988	1.14e-01	2.3479264	210147540	Cnot2	CCR4-NOT transcription complex, subunit 2	72068
ILMN_1231795	0.999988	1.14e-01	2.3478888	144922662	Lace1	lactation elevated 1	215951
ILMN_2594593	0.999988	1.14e-01	2.3465532	293651553	Mpp5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	56217
ILMN_2773624	0.999988	1.14e-01	2.3457865	142374209	Hexa	hexosaminidase A	15211
ILMN_2589770	0.999988	1.14e-01	2.3433098	145587097	Fam179a	family with sequence similarity 179, member A	320159
ILMN_2782503	0.999988	1.14e-01	2.3423805	154240707	Trim8	tripartite motif-containing 8	93679
ILMN_2957862	0.999988	1.14e-01	2.342372	31981993	Noc4l	NOC4 like	100608
ILMN_1252490	0.999988	1.14e-01	2.3422002	171460907	U2surp	U2 snRNP-associated SURP domain containing	67958
ILMN_1246018	0.999988	1.15e-01	2.3410235	159032011	Klhl22	kelch-like 22	224023
ILMN_2639454	0.999988	1.15e-01	2.3405289	227430366	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	74255
ILMN_2618549	0.999988	1.15e-01	2.3404573	652698455	Rab7	RAB7, member RAS oncogene family	19349
ILMN_2602630	0.999988	1.15e-01	2.3403393	89337261	Flad1	flavin adenine dinucleotide synthetase 1	319945
ILMN_2820948	0.999988	1.15e-01	2.3400137	170172519	Dbt	dihydrolipoamide branched chain transacylase E2	13171
ILMN_1242837	0.999988	1.15e-01	2.3365363	16716602	Gtf2ird2	GTF2I repeat domain containing 2	114674
ILMN_2772248	0.999988	1.16e-01	2.3309709	141802724	Capns1	calpain, small subunit 1	12336
ILMN_1227913	0.999988	1.16e-01	2.3305442	118129895	Pmpca	peptidase (mitochondrial processing) alpha	66865
ILMN_1214964	0.999988	1.16e-01	2.3291658	238018079	Gstm4	glutathione S-transferase, mu 4	14865
ILMN_3161591	0.999988	1.16e-01	2.3284711	NA			
ILMN_1237846	0.999988	1.16e-01	2.3271057	141803058	Mpc2	mitochondrial pyruvate carrier 2	70456
ILMN_2854418	0.999988	1.16e-01	2.3259487	281306834	Fnip1	folliculin interacting protein 1	216742
ILMN_1218571	0.999988	1.16e-01	2.3250156	548923915	Dhx15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	13204
ILMN_2665316	0.999988	1.16e-01	2.3247671	141801166	Mrpl20	mitochondrial ribosomal protein L20	66448
ILMN_2695867	0.999988	1.16e-01	2.3237079	146149144	Hlcs	holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)	110948
ILMN_2671738	0.999988	1.16e-01	2.323276	118130040	Il16	interleukin 16	16170
ILMN_2450215	0.999988	1.16e-01	2.3226951	260763916	Arfgap2	ADP-ribosylation factor GTPase activating protein 2	77038
ILMN_2728521	0.999988	1.16e-01	2.3220252	254750745	Smpd1	sphingomyelin phosphodiesterase 1, acid lysosomal	20597
ILMN_1221940	0.999988	1.16e-01	2.3218497	261862317	Fam234b	family with sequence similarity 234, member B	74525
ILMN_2595601	0.999988	1.16e-01	2.3214871	247269170	Gabra3	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3	14396
ILMN_1228132	0.999988	1.17e-01	2.3187876	7242155	Lypla2	lysophospholipase 2	26394
ILMN_2944272	0.999988	1.17e-01	2.3185106	225543529	C2cd2	C2 calcium-dependent domain containing 2	207781
ILMN_2883267	0.999988	1.17e-01	2.317914	146231953	Lrrk2	leucine-rich repeat kinase 2	66725
ILMN_2851710	0.999988	1.17e-01	2.3161315	754502065	Clk4	CDC like kinase 4	12750
ILMN_2657516	0.999988	1.17e-01	2.311793	283945464	Prr13	proline rich 13	66151
ILMN_2834451	0.999988	1.18e-01	2.3100662	146135058	Tusc2	tumor suppressor candidate 2	80385
ILMN_1253752	0.999988	1.18e-01	2.309252	31981061	Bbs2	Bardet-Biedl syndrome 2 (human)	67378
ILMN_2835117	0.999988	1.18e-01	2.3085617	226958664	Ccl7	chemokine (C-C motif) ligand 7	20306
ILMN_1254736	0.999988	1.18e-01	2.3074731	115511051	Myo5a	myosin VA	17918
ILMN_2729743	0.999988	1.18e-01	2.3066784	258645130	Slc38a10	solute carrier family 38, member 10	72055
ILMN_2907473	0.999988	1.18e-01	2.3062695	19527239	Tbc1d10a	TBC1 domain family, member 10a	103724
ILMN_1217309	0.999988	1.18e-01	2.3055564	141803240	Tax1bp3	Tax1 (human T cell leukemia virus type I) binding protein 3	76281
ILMN_2915059	0.999988	1.18e-01	2.305491	262205327	Dgkz	diacylglycerol kinase zeta	104418
ILMN_2978038	0.999988	1.18e-01	2.3043222	71143151	Myh8	myosin, heavy polypeptide 8, skeletal muscle, perinatal	17885
ILMN_2747103	0.999988	1.18e-01	2.3036148	118130449	Tbca	tubulin cofactor A	21371
ILMN_1233354	0.999988	1.18e-01	2.3032055	240120064	Ago3	argonaute RISC catalytic subunit 3	214150
ILMN_2496455	0.999988	1.18e-01	2.303002	NA			
ILMN_1230302	0.999988	1.18e-01	2.3026917	6680551	Napsa	napsin A aspartic peptidase	16541
ILMN_2737374	0.999988	1.18e-01	2.3020031	255982611	Ngdn	neuroguidin, EIF4E binding protein	68966
ILMN_1221418	0.999988	1.19e-01	2.2997895	283806529	Aasdh	aminoadipate-semialdehyde dehydrogenase	231326
ILMN_3161842	0.999988	1.19e-01	2.2994744	58801411	Olfr832	olfactory receptor 832	258075
ILMN_2977240	0.999988	1.19e-01	2.2982444	19527367	Slc39a3	solute carrier family 39 (zinc transporter), member 3	106947
ILMN_1249568	0.999988	1.19e-01	2.2971639	254540031	Ctnnbl1	catenin, beta like 1	66642
ILMN_2862760	0.999988	1.19e-01	2.2960919	262073036	Gdi1	guanosine diphosphate (GDP) dissociation inhibitor 1	14567
ILMN_2645763	0.999988	1.19e-01	2.2949164	142369094	Borcs6	BLOC-1 related complex subunit 6	71923
ILMN_3159156	0.999988	1.20e-01	2.2906111	240120162	Strn4	striatin, calmodulin binding protein 4	97387
ILMN_1237993	0.999988	1.20e-01	2.288703	125490377	Nasp	nuclear autoantigenic sperm protein (histone-binding)	50927
ILMN_2881024	0.999988	1.20e-01	2.2887025	254750690	Pradc1	protease-associated domain containing 1	73327
ILMN_1224534	0.999988	1.20e-01	2.2875022	257096003	Exosc1	exosome component 1	66583
ILMN_2741872	0.999988	1.20e-01	2.2860488	118130348	Heatr5a	HEAT repeat containing 5A	320487
ILMN_2741790	0.999988	1.20e-01	2.2859805	779177200	Ears2	glutamyl-tRNA synthetase 2, mitochondrial	67417
ILMN_2947031	0.999988	1.20e-01	2.2858857	260763869	Arfrp1	ADP-ribosylation factor related protein 1	76688
ILMN_2895177	0.999988	1.20e-01	2.2846416	148231656	Epm2aip1	EPM2A (laforin) interacting protein 1	77781
ILMN_1237627	0.999988	1.20e-01	2.2846373	133892125	Rad9a	RAD9 checkpoint clamp component A	19367
ILMN_2773835	0.999988	1.20e-01	2.2842769	254675284	Smad6	SMAD family member 6	17130
ILMN_2620984	0.999988	1.20e-01	2.2827237	257196252	Svs4	seminal vesicle secretory protein 4	20941
ILMN_1260372	0.999988	1.21e-01	2.281739	171846273	Pald1	phosphatase domain containing, paladin 1	27355
ILMN_2822000	0.999988	1.21e-01	2.2816036	141802045	Slc10a6	solute carrier family 10 (sodium/bile acid cotransporter family), member 6	75750
ILMN_2740159	0.999988	1.21e-01	2.2810953	146149089	Zbtb8os	zinc finger and BTB domain containing 8 opposite strand	67106
ILMN_2657682	0.999988	1.21e-01	2.2810246	389616153	Dennd2d	DENN/MADD domain containing 2D	72121
ILMN_3163063	0.999988	1.21e-01	2.2767789	406362841	Bnip2	BCL2/adenovirus E1B interacting protein 2	12175
ILMN_2730758	0.999988	1.21e-01	2.2762457	142354569	Ubr7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	66622
ILMN_3045269	0.999988	1.21e-01	2.275298	NA			
ILMN_2732604	0.999988	1.21e-01	2.2723271	274316527	Tmcc3	transmembrane and coiled coil domains 3	319880
ILMN_2917618	0.999988	1.22e-01	2.2715497	1027250565	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	17973
ILMN_1246609	0.999988	1.22e-01	2.2711121	40254575	Rasgrp1	RAS guanyl releasing protein 1	19419
ILMN_1256671	0.999988	1.22e-01	2.2657848	125628660	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1	59013
ILMN_1219908	0.999988	1.22e-01	2.2646287	270483857	Tmem8	transmembrane protein 8 (five membrane-spanning domains)	60455
ILMN_2623184	0.999988	1.22e-01	2.2645591	118130408	Nkiras2	NFKB inhibitor interacting Ras-like protein 2	71966
ILMN_2913089	0.999988	1.22e-01	2.2641667	808688256	Brd9	bromodomain containing 9	105246
ILMN_1241845	0.999988	1.22e-01	2.2637029	146134986	Timm50	translocase of inner mitochondrial membrane 50	66525
ILMN_1239071	0.999988	1.22e-01	2.2629788	359807080	Sez6l	seizure related 6 homolog like	56747
ILMN_2739033	0.999988	1.23e-01	2.2620777	10946941	Edf1	endothelial differentiation-related factor 1	59022
ILMN_2884968	0.999988	1.23e-01	2.2617385	256355181	Mina	myc induced nuclear antigen	67014
ILMN_2612007	0.999988	1.23e-01	2.2609166	815890830	Nfkbib	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta	18036
ILMN_2459260	0.999988	1.23e-01	2.2592105	118130127	Tmprss4	transmembrane protease, serine 4	214523
ILMN_2904819	0.999988	1.23e-01	2.2583005	146141127	Fam195a	family with sequence similarity 195, member A	68241
ILMN_1220034	0.999988	1.23e-01	2.2567146	326693921	Junb	jun B proto-oncogene	16477
ILMN_1249698	0.999988	1.23e-01	2.2559959	118131203	Wbp2	WW domain binding protein 2	22378
ILMN_1219447	0.999988	1.23e-01	2.2557936	295789147	Zmym3	zinc finger, MYM-type 3	56364
ILMN_2962747	0.999988	1.23e-01	2.2552693	9789958	Fzr1	fizzy/cell division cycle 20 related 1 (Drosophila)	56371
ILMN_2700833	0.999988	1.24e-01	2.2490116	315507150	D11Wsu47e	DNA segment, Chr 11, Wayne State University 47, expressed	276852
ILMN_2791769	0.999988	1.24e-01	2.2479764	295054331	Ddb2	damage specific DNA binding protein 2	107986
ILMN_2790246	0.999988	1.24e-01	2.2466658	11612514	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	64209
ILMN_1230244	0.999988	1.24e-01	2.2458865	84794639	Klhl15	kelch-like 15	236904
ILMN_2689187	0.999988	1.24e-01	2.2452994	124244059	Ahdc1	AT hook, DNA binding motif, containing 1	230793
ILMN_2803344	0.999988	1.24e-01	2.2441546	160333479	Tmem143	transmembrane protein 143	70209
ILMN_2701664	0.999988	1.25e-01	2.243945	658310014	Tsc22d3	TSC22 domain family, member 3	14605
ILMN_2752782	0.999988	1.25e-01	2.2433094	171543884	Akr1d1	aldo-keto reductase family 1, member D1	208665
ILMN_1235934	0.999988	1.25e-01	2.2431311	161016838	Btk	Bruton agammaglobulinemia tyrosine kinase	12229
ILMN_2980331	0.999988	1.25e-01	2.2422307	142354907	Sumo2	small ubiquitin-like modifier 2	170930
ILMN_3099741	0.999988	1.25e-01	2.2409497	893553072	Armc9	armadillo repeat containing 9	78795
ILMN_2638061	0.999988	1.25e-01	2.2399957	356995844	Tsc22d4	TSC22 domain family, member 4	78829
ILMN_2958417	0.999988	1.25e-01	2.2391801	19527153	Brk1	BRICK1, SCAR/WAVE actin-nucleating complex subunit	101314
ILMN_2864393	0.999988	1.25e-01	2.2384431	347582638	Fam175b	family with sequence similarity 175, member B	109359
ILMN_2943818	0.999988	1.25e-01	2.2382268	194353996	Hdac6	histone deacetylase 6	15185
ILMN_2534045	0.999988	1.25e-01	2.2380432	NA			
ILMN_2762863	0.999988	1.25e-01	2.2365266	NA			
ILMN_2707503	0.999988	1.26e-01	2.233582	145966736	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	19179
ILMN_2904641	0.999988	1.26e-01	2.2330007	160333407	Snora65	small nucleolar RNA, H/ACA box 65	104367
ILMN_2803399	0.999988	1.26e-01	2.2327597	922959997	Mcm6	minichromosome maintenance complex component 6	17219
ILMN_2917138	0.999988	1.26e-01	2.2325581	32469512	Mkl2	MKL/myocardin-like 2	239719
ILMN_2689560	0.999988	1.26e-01	2.231555	111160870	Exoc8	exocyst complex component 8	102058
ILMN_1217629	0.999988	1.26e-01	2.2278014	226823201	Itgae	integrin alpha E, epithelial-associated	16407
ILMN_2772492	0.999988	1.26e-01	2.226259	126506293	Tsr1	TSR1 20S rRNA accumulation	104662
ILMN_2610105	0.999988	1.27e-01	2.2253165	145966689	Snrpd1	small nuclear ribonucleoprotein D1	20641
ILMN_1244799	0.999988	1.27e-01	2.2247531	158508496	Usp39	ubiquitin specific peptidase 39	28035
ILMN_2667972	0.999988	1.27e-01	2.2243072	349585217	Celf1	CUGBP, Elav-like family member 1	13046
ILMN_2665359	0.999988	1.27e-01	2.22406	83649752	Sgk3	serum/glucocorticoid regulated kinase 3	170755
ILMN_2944413	0.999988	1.27e-01	2.2236157	145864492	Akap7	A kinase (PRKA) anchor protein 7	432442
ILMN_2744280	0.999988	1.27e-01	2.223325	295789091	Naa10	N(alpha)-acetyltransferase 10, NatA catalytic subunit	56292
ILMN_2722184	0.999988	1.27e-01	2.2208413	21450058	Ankrd54	ankyrin repeat domain 54	223690
ILMN_2751505	0.999988	1.27e-01	2.2198435	100913022	Brd2	bromodomain containing 2	14312
ILMN_2692496	0.999988	1.27e-01	2.2195477	153792533	Ranbp2	RAN binding protein 2	19386
ILMN_2803138	0.999988	1.27e-01	2.2172469	227452235	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	108079
ILMN_2677231	0.999988	1.28e-01	2.21481	142381596	Hist1h2bc	histone cluster 1, H2bc	68024
ILMN_1227824	0.999988	1.28e-01	2.2142724	170932465	Josd1	Josephin domain containing 1	74158
ILMN_1245918	0.999988	1.28e-01	2.213965	34328267	Tab1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	66513
ILMN_1239110	0.999988	1.28e-01	2.2114335	237858599	Eef2	eukaryotic translation elongation factor 2	13629
ILMN_1254554	0.999988	1.28e-01	2.2113575	267844814	Rmnd5a	required for meiotic nuclear division 5 homolog A	68477
ILMN_1225022	0.999988	1.28e-01	2.2098733	111955375	Lyst	lysosomal trafficking regulator	17101
ILMN_2750789	0.999988	1.28e-01	2.2092337	141803270	Utp6	UTP6 small subunit processome component	216987
ILMN_2899787	0.999988	1.28e-01	2.2075	46195799	Rgl2	ral guanine nucleotide dissociation stimulator-like 2	19732
ILMN_2750402	0.999988	1.29e-01	2.2071438	94158949	Nudt19	nudix (nucleoside diphosphate linked moiety X)-type motif 19	110959
ILMN_2745954	0.999988	1.29e-01	2.2041506	254281346	Get4	golgi to ER traffic protein 4	67604
ILMN_3109098	0.999988	1.29e-01	2.2039345	125656166	Ankrd40	ankyrin repeat domain 40	71452
ILMN_2914418	0.999988	1.29e-01	2.2033741	224809375	Ncstn	nicastrin	59287
ILMN_2813594	0.999988	1.29e-01	2.2033334	225543082	Zfp691	zinc finger protein 691	195522
ILMN_2684260	0.999988	1.29e-01	2.2005891	269914090	Mtbp	Mdm2, transformed 3T3 cell double minute p53 binding protein	105837
ILMN_2663920	0.999988	1.30e-01	2.1978997	87239985	Stradb	STE20-related kinase adaptor beta	227154
ILMN_2774701	0.999988	1.30e-01	2.1950508	110681728	Ube2z	ubiquitin-conjugating enzyme E2Z	268470
ILMN_2709397	0.999988	1.30e-01	2.1949981	124248524	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	15467
ILMN_2698361	0.999988	1.30e-01	2.1926319	158186668	Srrt	serrate RNA effector molecule homolog (Arabidopsis)	83701
ILMN_2876554	0.999988	1.30e-01	2.1919948	257096047	Sra1	steroid receptor RNA activator 1	24068
ILMN_1222794	0.999988	1.30e-01	2.1903384	274320968	Ankrd46	ankyrin repeat domain 46	68839
ILMN_1221067	0.999988	1.31e-01	2.1894671	38327645	Nme1	NME/NM23 nucleoside diphosphate kinase 1	18102
ILMN_1244030	0.999988	1.31e-01	2.1885178	134254441	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	74763
ILMN_3132204	0.999988	1.31e-01	2.1878982	NA			
ILMN_2737685	0.999988	1.31e-01	2.1871192	291463259	Mmp13	matrix metallopeptidase 13	17386
ILMN_2793638	0.999988	1.31e-01	2.1840997	NA			
ILMN_2846373	0.999988	1.31e-01	2.1839218	262231750	Cript	cysteine-rich PDZ-binding protein	56724
ILMN_2876575	0.999988	1.31e-01	2.1836875	31981252	Ubxn6	UBX domain protein 6	66530
ILMN_2628045	0.999988	1.31e-01	2.1835603	117676366	Rrp1	ribosomal RNA processing 1 homolog (S. cerevisiae)	18114
ILMN_2591354	0.999988	1.31e-01	2.1833741	51093868	Cecr5	cat eye syndrome chromosome region, candidate 5	214932
ILMN_2633805	0.999988	1.31e-01	2.183287	55769544	Mrpl43	mitochondrial ribosomal protein L43	94067
ILMN_2609052	0.999988	1.31e-01	2.1818716	281182469	Dynll2	dynein light chain LC8-type 2	68097
ILMN_2695360	0.999988	1.31e-01	2.1817099	23956341	Obp2a	odorant binding protein 2A	227627
ILMN_2705235	0.999988	1.31e-01	2.1811577	124517733	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	277360
ILMN_2698494	0.999988	1.31e-01	2.1810826	282154800	Nfu1	NFU1 iron-sulfur cluster scaffold	56748
ILMN_1237375	0.999988	1.32e-01	2.179066	227908811	Scd1	stearoyl-Coenzyme A desaturase 1	20249
ILMN_2958464	0.999988	1.32e-01	2.1784352	313151186	Slc43a2	solute carrier family 43, member 2	215113
ILMN_2892856	0.999988	1.32e-01	2.1783989	941355825	Rnf167	ring finger protein 167	70510
ILMN_1241458	0.999988	1.32e-01	2.1778182	37655162	Arap1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	69710
ILMN_2931096	0.999988	1.32e-01	2.1754471	133778977	Igf2r	insulin-like growth factor 2 receptor	16004
ILMN_1247099	0.999988	1.32e-01	2.1754047	119508421	Setd1a	SET domain containing 1A	233904
ILMN_3097131	0.999988	1.32e-01	2.1754044	255760012	Timeless	timeless circadian clock 1	21853
ILMN_2672208	0.999988	1.32e-01	2.1734063	595582136	Med8	mediator complex subunit 8	80509
ILMN_1218015	0.999988	1.32e-01	2.1733595	225007599	Zfp212	Zinc finger protein 212	232784
ILMN_2472861	0.999988	1.33e-01	2.1720227	312433968	Zmynd11	zinc finger, MYND domain containing 11	66505
ILMN_3139818	0.999988	1.33e-01	2.1707319	281604097	Sbf1	SET binding factor 1	77980
ILMN_2622761	0.999988	1.33e-01	2.1696239	902967404	Pccb	propionyl Coenzyme A carboxylase, beta polypeptide	66904
ILMN_2743650	0.999988	1.33e-01	2.1661943	31742487	Setd5	SET domain containing 5	72895
ILMN_2628188	0.999988	1.33e-01	2.1661932	118601005	Fgfr1op2	FGFR1 oncogene partner 2	67529
ILMN_2936351	0.999988	1.33e-01	2.1658376	158631251	Matr3	matrin 3	17184
ILMN_2593815	0.999988	1.34e-01	2.1593969	40254253	Sdk2	sidekick cell adhesion molecule 2	237979
ILMN_2893683	0.999988	1.34e-01	2.1583645	254939639	Vps16	VSP16 CORVET/HOPS core subunit	80743
ILMN_1255736	0.999988	1.34e-01	2.158123	225543318	Vcp	valosin containing protein	269523
ILMN_2475832	0.999988	1.34e-01	2.1569039	110431377	Utrn	utrophin	22288
ILMN_2687339	0.999988	1.34e-01	2.1554084	241666425	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	18640
ILMN_2939424	0.999988	1.35e-01	2.1541944	262118287	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	70495
ILMN_1249116	0.999988	1.35e-01	2.1500969	142377466	Cpsf3l	cleavage and polyadenylation specific factor 3-like	71957
ILMN_1244296	0.999988	1.35e-01	2.1500036	172072670	Cdc14b	CDC14 cell division cycle 14B	218294
ILMN_2651660	0.999988	1.35e-01	2.1498953	927928786	Ppp1r1b	protein phosphatase 1, regulatory (inhibitor) subunit 1B	19049
ILMN_2754015	0.999988	1.35e-01	2.1495482	142364013	Ino80c	INO80 complex subunit C	225280
ILMN_2725807	0.999988	1.35e-01	2.1481062	270288743	Phf14	PHD finger protein 14	75725
ILMN_2679094	0.999988	1.35e-01	2.1472632	226423910	Tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	68652
ILMN_3022911	0.999988	1.36e-01	2.1454541	210033128	Kctd14	potassium channel tetramerisation domain containing 14	233529
ILMN_3163283	0.999988	1.36e-01	2.1448338	164663781	Zfp385b	zinc finger protein 385B	241494
