ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1248647	0.2359	0.00990628	3.080831	-2.59575	0.2079312	600971676	Mef2a	myocyte enhancer factor 2A
ILMN_2429754	0.2359	0.00991491	3.080355	-2.59655	0.17542627	133892281	Rnf114	ring finger protein 114
ILMN_2680406	0.2359	0.00993256	3.079381	-2.59819	0.18460368	225637514	Rnf44	ring finger protein 44
ILMN_1223395	0.2359	0.00994255	-3.078831	-2.59912	-0.20417722	254553255	Trafd1	TRAF type zinc finger domain containing 1
ILMN_1229702	0.2359	0.00994726	-3.078572	-2.59956	-0.1643065	133892152	Nrbp1	nuclear receptor binding protein 1
ILMN_2601378	0.2364	0.01001101	-3.075075	-2.60545	-0.27590117	359683146	Tmem205	transmembrane protein 205
ILMN_2859613	0.2364	0.01002198	3.074476	-2.60646	0.41293206	145966716	Ogn	osteoglycin
ILMN_2853508	0.2364	0.01003236	-3.073909	-2.60742	-0.1593469	254939585	Tmem208	transmembrane protein 208
ILMN_1240537	0.2364	0.01004582	3.073175	-2.60865	0.18691462	294979158	Arpp21	cyclic AMP-regulated phosphoprotein, 21
ILMN_2636424	0.2364	0.01005813	3.072505	-2.60978	0.40945122	187960094	Itgbl1	integrin, beta-like 1
ILMN_2621847	0.2364	0.01007903	-3.071369	-2.6117	-0.19210029	602617454	Cib1	calcium and integrin binding 1 (calmyrin)
ILMN_2675760	0.2364	0.01009203	3.070664	-2.61289	0.12741546	258679444	Slc52a3	solute carrier protein family 52, member 3
ILMN_2631704	0.2364	0.01009741	-3.070372	-2.61338	-0.18145292	1043916020	Cfi	complement component factor i
ILMN_2434503	0.2364	0.0101102	-3.069679	-2.61455	-0.2932542	254540207	Trpc4ap	transient receptor potential cation channel, subfamily C, member 4 associated protein
ILMN_1228501	0.237	0.01014835	3.067618	-2.61802	0.76790487	108796647	Tob2	transducer of ERBB2, 2
ILMN_2761046	0.2371	0.01017158	3.066367	-2.62013	0.32175831	117647274	Slc25a33	solute carrier family 25, member 33
ILMN_1255422	0.2373	0.01020345	3.064655	-2.62302	0.50037507	161353445	Noct	nocturnin
ILMN_2899787	0.2373	0.01022178	-3.063673	-2.62467	-0.15975803	46195799	Rgl2	ral guanine nucleotide dissociation stimulator-like 2
ILMN_3049455	0.2373	0.01022543	3.063477	-2.625	0.13022826	133892935	Fxn	frataxin
ILMN_2664103	0.2393	0.01034974	3.056864	-2.63615	0.15329425	115270975	Cln8	ceroid-lipofuscinosis, neuronal 8
ILMN_2679513	0.2393	0.01035528	-3.056572	-2.63664	-0.23663247	256355213	Rab40c	Rab40C, member RAS oncogene family
ILMN_1238893	0.2393	0.01036712	-3.055947	-2.6377	-0.14805484	114326526	Lime1	Lck interacting transmembrane adaptor 1
ILMN_2694245	0.2393	0.01037524	-3.055518	-2.63842	-0.19077944	90962995	Srp14	signal recognition particle 14
ILMN_3159149	0.2401	0.01042852	3.052715	-2.64314	0.17241755	546231518	Rusc2	RUN and SH3 domain containing 2
ILMN_1229161	0.2401	0.01044927	3.051627	-2.64498	0.21175079	226437646	Eng	endoglin
ILMN_1234241	0.2401	0.01045769	-3.051187	-2.64572	-0.2779082	146149289	Mrap	melanocortin 2 receptor accessory protein
ILMN_2624647	0.2408	0.01050272	-3.048836	-2.64968	-0.21000566	145301620	Rab24	RAB24, member RAS oncogene family
ILMN_2463181	0.2425	0.01059981	3.043801	-2.65817	0.29574646	313851063	Tnc	tenascin C
ILMN_1216136	0.2425	0.01063959	3.041751	-2.66162	0.23289674	158081726	Cbfa2t3	core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)
ILMN_2688416	0.2425	0.01064835	3.041301	-2.66238	0.18554934	238231410	Cd300lg	CD300 molecule like family member G
ILMN_2728038	0.2425	0.01065732	3.04084	-2.66316	0.1956149	170671706	Arhgap24	Rho GTPase activating protein 24
ILMN_2716585	0.2425	0.01067268	-3.040052	-2.66449	-0.1297616	558516015	Rnaseh1	ribonuclease H1
ILMN_2663613	0.2425	0.01067309	-3.040031	-2.66452	-0.20343843	225007616	Itgb5	integrin beta 5
ILMN_1217506	0.2427	0.01070036	3.038635	-2.66688	0.15942701	118130893	Dpf1	D4, zinc and double PHD fingers family 1
ILMN_1214800	0.2432	0.01073632	-3.036799	-2.66997	-0.15501106	941355825	Rnf167	ring finger protein 167
ILMN_1258421	0.2437	0.01077401	3.034882	-2.6732	0.17356339	118130227	Mcmbp	minichromosome maintenance complex binding protein
ILMN_2898958	0.2437	0.01079133	-3.034003	-2.67468	-0.29280176	162461558	Hsd3b2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
ILMN_2747923	0.2437	0.01081543	3.032783	-2.67674	0.35509375	124248584	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1
ILMN_2675523	0.2437	0.01082404	3.032348	-2.67747	0.21662684	146135046	Slc25a30	solute carrier family 25, member 30
ILMN_2984153	0.2438	0.01084323	-3.031379	-2.6791	-0.16737595	88853589	Zfp667	zinc finger protein 667
ILMN_2697304	0.2438	0.01085992	3.030537	-2.68052	0.20913623	921274072	Eln	elastin
ILMN_1221045	0.2445	0.01092213	-3.027412	-2.68579	-0.20815765	545746422	Prkcz	protein kinase C, zeta
ILMN_2719620	0.2445	0.01094244	-3.026396	-2.6875	-0.21594227	595582385	Pnkp	polynucleotide kinase 3'- phosphatase
ILMN_1250417	0.2445	0.01096604	3.025217	-2.68949	0.1846013	17978249	Adcy4	adenylate cyclase 4
ILMN_2659997	0.2445	0.01097686	-3.024678	-2.6904	-0.54558941	118130202	Acaa1b	acetyl-Coenzyme A acyltransferase 1B
ILMN_2612895	0.2445	0.01097778	-3.024632	-2.69047	-0.3125359	157951693	C2	complement component 2 (within H-2S)
ILMN_2734028	0.2445	0.01099011	3.024018	-2.69151	0.17645536	255759987	Tank	TRAF family member-associated Nf-kappa B activator
ILMN_3085946	0.2486	0.01118788	3.014261	-2.70795	0.12957351	999809047	Zbtb21	zinc finger and BTB domain containing 21
ILMN_2894497	0.2498	0.01125886	-3.010801	-2.71377	-0.17103607	50263039	Rfc2	replication factor C (activator 1) 2
ILMN_2601907	0.25	0.01128468	-3.009548	-2.71589	-0.22595221	6754519	Ldb1	LIM domain binding 1
ILMN_2660099	0.2505	0.01132949	3.00738	-2.71954	0.26618007	818213415	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5
ILMN_1259831	0.2505	0.01133976	3.006885	-2.72037	0.24445818	552953833	Mfn2	mitofusin 2
ILMN_2901944	0.2523	0.01144314	-3.00192	-2.72873	-0.28385333	115647998	Col7a1	collagen, type VII, alpha 1
ILMN_2659680	0.2523	0.01147198	-3.000544	-2.73105	-1.11269402	93102380	Serpina1b	serine (or cysteine) preptidase inhibitor, clade A, member 1B
ILMN_1214918	0.2523	0.01151928	-2.998293	-2.73484	-0.18549237	142375455	Rps9	ribosomal protein S9
ILMN_1245528	0.2523	0.01154126	2.99725	-2.7366	0.24090808	146261991	Plin3	perilipin 3
ILMN_2610798	0.2523	0.01154606	-2.997023	-2.73698	-0.1621812	119672914	Chmp4b	charged multivesicular body protein 4B
ILMN_2776603	0.2523	0.01154642	2.997006	-2.73701	0.34065596	85540457	Ccl9	chemokine (C-C motif) ligand 9
ILMN_2655944	0.2523	0.01155209	-2.996737	-2.73746	-0.13064863	955687535	Bub3	BUB3 mitotic checkpoint protein
ILMN_2734729	0.2523	0.01155946	-2.996388	-2.73805	-0.43715044	31981715	H2-Aa	histocompatibility 2, class II antigen A, alpha
ILMN_2698353	0.2523	0.01157074	-2.995855	-2.73895	-0.18476595	255918182	Ppp6r3	protein phosphatase 6, regulatory subunit 3
ILMN_1226525	0.254	0.01166592	-2.991374	-2.7465	-0.30434186	294997229	H2-Ab1	histocompatibility 2, class II antigen A, beta 1
ILMN_2725617	0.254	0.01169405	-2.990056	-2.74872	-0.1688234	887209819	Khk	ketohexokinase
ILMN_1216953	0.254	0.01170083	-2.989739	-2.74925	-0.17748054	731441407	Prmt2	protein arginine N-methyltransferase 2
ILMN_1238799	0.2544	0.01175791	2.987078	-2.75373	0.11842572	156255198	Azin1	antizyme inhibitor 1
ILMN_2749737	0.2544	0.01175935	2.98701	-2.75384	0.17883694	31981424	Dpp7	dipeptidylpeptidase 7
ILMN_2857679	0.2544	0.01177424	-2.986318	-2.75501	-0.17592516	190684680	Dedd	death effector domain-containing
ILMN_2838372	0.2544	0.0117849	2.985824	-2.75584	0.17321425	NA		
ILMN_2853409	0.257	0.01192567	-2.979329	-2.76678	-0.27023199	260763916	Arfgap2	ADP-ribosylation factor GTPase activating protein 2
ILMN_1231503	0.2586	0.01201551	2.975224	-2.77369	0.37843435	168480111	Oxct1	3-oxoacid CoA transferase 1
ILMN_2605819	0.2601	0.01210516	2.971158	-2.78053	0.49743342	269308212	Egln3	egl-9 family hypoxia-inducible factor 3
ILMN_3163196	0.2601	0.01211833	2.970564	-2.78154	0.16921781	112421173	Nr2f2	nuclear receptor subfamily 2, group F, member 2
ILMN_2750314	0.2601	0.01213757	2.969696	-2.783	0.18243458	141801352	Opa3	optic atrophy 3
ILMN_1257019	0.2601	0.01215507	-2.968908	-2.78432	-0.20834674	264681506	BC037034	cDNA sequence BC037034
ILMN_1239021	0.2602	0.01217742	-2.967903	-2.78601	-0.16700448	158186702	Hnrnpm	heterogeneous nuclear ribonucleoprotein M
ILMN_2999439	0.2602	0.01219274	-2.967216	-2.78717	-0.46447153	171543887	Klf4	Kruppel-like factor 4 (gut)
ILMN_2842999	0.2603	0.0122398	2.965108	-2.79072	0.18572132	255918142	Tango2	transport and golgi organization 2
ILMN_3100042	0.2603	0.01226864	2.963821	-2.79288	0.16324772	161086886	Btrc	beta-transducin repeat containing protein
ILMN_3159435	0.2603	0.01227098	2.963717	-2.79306	0.16072044	NA		
ILMN_1221886	0.2603	0.01227522	-2.963528	-2.79338	-0.18066068	83423531	Zfp3	zinc finger protein 3
ILMN_2708115	0.2603	0.01228546	2.963072	-2.79414	0.27366217	291167794	Fhl3	four and a half LIM domains 3
ILMN_1254966	0.2604	0.01231779	2.961635	-2.79656	0.16994129	213513164	Rbms1	RNA binding motif, single stranded interacting protein 1
ILMN_2810624	0.2604	0.01234149	-2.960583	-2.79833	-0.21819574	158508448	Csad	cysteine sulfinic acid decarboxylase
ILMN_2755973	0.2604	0.01234213	2.960555	-2.79838	0.12504622	928589398	Pomt2	protein-O-mannosyltransferase 2
ILMN_2721218	0.2609	0.01238056	2.958855	-2.80124	0.11464455	164519036	Tmtc1	transmembrane and tetratricopeptide repeat containing 1
ILMN_1219564	0.2611	0.01240789	2.957649	-2.80327	0.15902387	146134911	Larp6	La ribonucleoprotein domain family, member 6
ILMN_2984462	0.2617	0.01245594	2.955534	-2.80683	0.18483668	170172543	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5
ILMN_2748317	0.2624	0.01250569	-2.953355	-2.8105	-0.19603963	87252726	Skiv2l	superkiller viralicidic activity 2-like (S. cerevisiae)
ILMN_2941677	0.2629	0.01254571	-2.951607	-2.81344	-0.15784161	46195797	Ddost	dolichyl-di-phosphooligosaccharide-protein glycotransferase
ILMN_3060442	0.2635	0.01259376	-2.949516	-2.81696	-0.15041185	188219639	Dnajb6	DnaJ heat shock protein family (Hsp40) member B6
ILMN_2664972	0.2635	0.01260814	2.948892	-2.81801	0.17413383	116063571	Mapre1	microtubule-associated protein, RP/EB family, member 1
ILMN_2977390	0.2643	0.01272457	2.943865	-2.82646	0.35445002	295054227	Gm7120	predicted gene 7120
ILMN_2741231	0.2643	0.01274601	2.942944	-2.82801	0.16387077	225543088	Tenm3	teneurin transmembrane protein 3
ILMN_1230853	0.2643	0.01275358	-2.94262	-2.82856	-0.17882808	218156288	Cfb	complement factor B
ILMN_2636266	0.2643	0.01275555	-2.942535	-2.8287	-0.18447622	153792765	Synm	synemin, intermediate filament protein
ILMN_2727920	0.2643	0.01276671	-2.942057	-2.82951	-0.28791052	163838661	Tspo	translocator protein
ILMN_2959272	0.2643	0.01279719	2.940752	-2.8317	0.15795094	328447225	Rnu6	U6 small nuclear RNA
ILMN_2851888	0.2643	0.01281204	-2.940118	-2.83277	-0.17292926	229577262	Prkrip1	Prkr interacting protein 1 (IL11 inducible)
ILMN_1250201	0.2643	0.01282404	-2.939606	-2.83363	-0.28264061	325995129	Fndc10	fibronectin type III domain containing 10
ILMN_2628551	0.2643	0.01282985	-2.939358	-2.83404	-0.16098863	41152115	Lrrc47	leucine rich repeat containing 47
ILMN_1239815	0.2643	0.01283868	-2.938982	-2.83468	-0.15363758	239735500	Kctd5	potassium channel tetramerisation domain containing 5
ILMN_1223546	0.2643	0.0128395	-2.938947	-2.83474	-0.15844126	146198615	6430571L13Rik	RIKEN cDNA 6430571L13 gene
ILMN_2781798	0.265	0.01289008	2.936797	-2.83835	0.25877255	141802860	Gm561	predicted gene 561
ILMN_1250939	0.265	0.01291415	2.935777	-2.84007	0.21147881	127139102	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)
ILMN_2466316	0.265	0.01292648	2.935254	-2.84095	0.34779674	114052525	Usp2	ubiquitin specific peptidase 2
ILMN_2724942	0.2657	0.01297666	2.933136	-2.84451	0.18516537	141802458	Ptgis	prostaglandin I2 (prostacyclin) synthase
ILMN_2874071	0.2664	0.01302887	2.930939	-2.8482	0.21744822	145966874	Tfb2m	transcription factor B2, mitochondrial
ILMN_2639397	0.2665	0.01306855	-2.929276	-2.851	-0.23146285	255958242	Dhrs1	dehydrogenase/reductase (SDR family) member 1
ILMN_3150296	0.2665	0.01306923	-2.929248	-2.85105	-0.25626308	125628666	Acbd4	acyl-Coenzyme A binding domain containing 4
ILMN_2657141	0.2674	0.01313136	-2.926654	-2.85541	-0.1345945	160707898	Surf1	surfeit gene 1
ILMN_2783519	0.2683	0.01322247	2.922872	-2.86177	0.29456513	425876784	Acadl	acyl-Coenzyme A dehydrogenase, long-chain
ILMN_2766580	0.2683	0.0132371	-2.922267	-2.86279	-0.15792212	158508483	Emc8	ER membrane protein complex subunit 8
ILMN_2784019	0.2683	0.01324715	-2.921852	-2.86348	-0.11911364	817478639	Ggta1	glycoprotein galactosyltransferase alpha 1, 3
ILMN_1226042	0.2683	0.01325277	-2.92162	-2.86387	-0.16746152	227330543	Cplx1	complexin 1
ILMN_3146224	0.2683	0.0132664	-2.921058	-2.86482	-0.15159017	142370153	Iars2	isoleucine-tRNA synthetase 2, mitochondrial
ILMN_2594714	0.2684	0.01328649	-2.92023	-2.86621	-0.1995795	257153393	Ets2	E26 avian leukemia oncogene 2, 3' domain
ILMN_2679037	0.2687	0.01331783	2.918942	-2.86838	0.12618501	133892608	Cmtm3	CKLF-like MARVEL transmembrane domain containing 3
ILMN_3020829	0.2696	0.01338048	2.916375	-2.87269	0.17311509	6679109	Npm3	nucleoplasmin 3
ILMN_1226016	0.2698	0.01343096	-2.914315	-2.87615	-0.15382497	289063372	Scx	scleraxis
ILMN_1213632	0.2698	0.01344663	-2.913678	-2.87723	-0.14160436	118130217	Pck1	phosphoenolpyruvate carboxykinase 1, cytosolic
ILMN_1221703	0.2698	0.01344675	-2.913673	-2.87723	-0.15306953	15451839	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7
ILMN_2690938	0.2698	0.01347103	2.912686	-2.87889	0.19411764	255982533	Evc2	Ellis van Creveld syndrome 2
ILMN_1232589	0.2698	0.01350242	-2.911413	-2.88103	-0.13816672	118130378	Kin	Kin17 DNA and RNA binding protein
ILMN_1214731	0.2698	0.01351151	-2.911045	-2.88165	-0.26084285	NA		
ILMN_2419138	0.2698	0.01351847	2.910763	-2.88212	0.26112505	118130355	Vcl	vinculin
ILMN_2608174	0.2703	0.01355739	2.909191	-2.88477	0.14869351	160333479	Tmem143	transmembrane protein 143
ILMN_2605268	0.2705	0.01359354	2.907734	-2.88721	0.16275569	118131205	Ubqln4	ubiquilin 4
ILMN_2680872	0.2705	0.01360836	-2.907138	-2.88822	-0.17526223	255958161	Fam89b	family with sequence similarity 89, member B
ILMN_1233827	0.2705	0.01362279	-2.906559	-2.88919	-0.26357811	407027859	Enox2	ecto-NOX disulfide-thiol exchanger 2
ILMN_2658687	0.2707	0.01365175	-2.905397	-2.89114	-0.17929252	927928770	Ltc4s	leukotriene C4 synthase
ILMN_2917497	0.2716	0.01371326	-2.902938	-2.89527	-0.2502905	170172527	Fcgrt	Fc receptor, IgG, alpha chain transporter
ILMN_2804261	0.2719	0.01375188	2.9014	-2.89786	0.1474981	156447035	Cald1	caldesmon 1
ILMN_2837080	0.2719	0.0137693	-2.900708	-2.89902	-0.56754643	160415216	Azgp1	alpha-2-glycoprotein 1, zinc
ILMN_3005080	0.2719	0.0138059	-2.899256	-2.90146	-0.12234219	340007420	Clns1a	chloride channel, nucleotide-sensitive, 1A
ILMN_2618714	0.2719	0.01381647	-2.898837	-2.90217	-0.28457091	56118300	Pdgfb	platelet derived growth factor, B polypeptide
ILMN_2643513	0.2719	0.01382053	-2.898676	-2.90244	-0.25898884	146134364	Asns	asparagine synthetase
ILMN_1238140	0.2719	0.01383692	-2.898028	-2.90352	-0.35481858	298358742	Ces1f	carboxylesterase 1F
ILMN_2681906	0.2723	0.01387684	-2.896452	-2.90617	-0.1519633	226823358	Copa	coatomer protein complex subunit alpha
ILMN_2432110	0.2734	0.01395171	2.893509	-2.91112	0.37127488	158508629	Klf3	Kruppel-like factor 3 (basic)
ILMN_2621038	0.2736	0.01397884	-2.892446	-2.9129	-0.18602654	118130010	Hoxa7	homeobox A7
ILMN_1249378	0.2742	0.01402917	-2.89048	-2.9162	-0.40174585	146134431	Bhlhe40	basic helix-loop-helix family, member e40
ILMN_2897476	0.2744	0.01405354	2.889531	-2.9178	0.22041433	158508438	Timm21	tranlocase of inner mitochondrial membrane 21
ILMN_1234981	0.2744	0.01409148	-2.888056	-2.92027	-0.16871094	299473735	Aamp	angio-associated migratory protein
ILMN_2699307	0.2744	0.01409184	-2.888042	-2.9203	-0.29340173	952977762	Hebp1	heme binding protein 1
ILMN_2680665	0.2744	0.01411416	2.887177	-2.92175	0.21185577	142352675	Oxld1	oxidoreductase like domain containing 1
ILMN_2660663	0.2744	0.01412696	-2.886681	-2.92258	-0.14320153	406362840	Ak2	adenylate kinase 2
ILMN_2933834	0.2744	0.01414392	-2.886025	-2.92369	-0.39418183	32189427	Mib1	mindbomb E3 ubiquitin protein ligase 1
ILMN_2694153	0.2746	0.01417329	2.884889	-2.92559	0.22134983	451327595	Asap1	ArfGAP with SH3 domain, ankyrin repeat and PH domain1
ILMN_2947292	0.2751	0.01422039	2.883075	-2.92864	0.34388554	225543421	Map3k6	mitogen-activated protein kinase kinase kinase 6
ILMN_2641111	0.2759	0.01427754	-2.880881	-2.93232	-0.16548208	31982408	Dpagt1	dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
ILMN_2644375	0.276	0.01431077	2.879609	-2.93446	0.11964579	145966880	Hyal1	hyaluronoglucosaminidase 1
ILMN_2747912	0.276	0.01434403	-2.878339	-2.93659	-0.12917108	145301620	Rab24	RAB24, member RAS oncogene family
ILMN_1237241	0.276	0.01434907	-2.878147	-2.93691	-0.15058957	227496744	Araf	Araf proto-oncogene, serine/threonine kinase
ILMN_2494244	0.276	0.01438432	-2.876805	-2.93917	-0.25818805	118130063	Vdac2	voltage-dependent anion channel 2
ILMN_2796382	0.276	0.01441525	-2.87563	-2.94114	-0.32116889	113374157	Cdsn	corneodesmosin
ILMN_1226366	0.276	0.01442186	-2.875379	-2.94156	-0.20382704	227498247	Uck1	uridine-cytidine kinase 1
ILMN_3124885	0.276	0.01446382	2.87379	-2.94423	0.26005817	557786143	Pdpk1	3-phosphoinositide dependent protein kinase 1
ILMN_2603647	0.276	0.01446749	-2.873651	-2.94446	-0.38403668	323668279	Clec2d	C-type lectin domain family 2, member d
ILMN_2746075	0.276	0.0145014	2.87237	-2.94661	0.12208296	76496488	Csnk1d	casein kinase 1, delta
ILMN_2727663	0.276	0.01452645	-2.871426	-2.9482	-0.16710636	158508598	Tgfbi	transforming growth factor, beta induced
ILMN_1250253	0.276	0.01453218	2.87121	-2.94856	0.24662868	148747127	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)
ILMN_2927565	0.276	0.01453295	-2.871181	-2.94861	-0.19023472	142349260	Pkp2	plakophilin 2
ILMN_2660438	0.276	0.01454289	2.870807	-2.94924	0.34040825	255759987	Tank	TRAF family member-associated Nf-kappa B activator
ILMN_3035795	0.276	0.01457048	2.86977	-2.95098	0.12879541	114205415	Mllt3	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3
ILMN_2641876	0.276	0.0145731	-2.869672	-2.95114	-0.23047159	120300943	Kif13a	kinesin family member 13A
ILMN_1230583	0.276	0.0145734	-2.869661	-2.95116	-0.18576163	112181183	Rbx1	ring-box 1
ILMN_2598103	0.276	0.01462452	2.867745	-2.95438	0.12935438	111154058	Emp2	epithelial membrane protein 2
ILMN_2950286	0.276	0.01462683	2.867659	-2.95452	0.79056005	133893293	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)
ILMN_2753444	0.276	0.01469256	-2.865206	-2.95864	-0.22834925	226958335	Stxbp4	syntaxin binding protein 4
ILMN_2665441	0.276	0.01469937	-2.864952	-2.95906	-0.12863618	158508530	Myrip	myosin VIIA and Rab interacting protein
ILMN_2626453	0.276	0.01472981	-2.863821	-2.96096	-0.45219533	160358818	Amy1	amylase 1, salivary
ILMN_3147584	0.276	0.01475042	-2.863056	-2.96225	-0.26262908	70887800	Fads3	fatty acid desaturase 3
ILMN_2630975	0.276	0.0147822	-2.861878	-2.96422	-0.13923447	262073036	Gdi1	guanosine diphosphate (GDP) dissociation inhibitor 1
ILMN_2955535	0.276	0.01479213	2.861511	-2.96484	0.19393888	226423885	Rmnd1	required for meiotic nuclear division 1 homolog
ILMN_3092653	0.276	0.01479896	2.861258	-2.96526	0.14117049	124487060	Palld	palladin, cytoskeletal associated protein
ILMN_2647739	0.276	0.01480619	-2.860991	-2.96571	-0.13754532	255759916	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1
ILMN_2734789	0.276	0.01480828	-2.860914	-2.96584	-0.15418035	815890901	Sh3bp5l	SH3 binding domain protein 5 like
ILMN_2771219	0.276	0.01481291	2.860743	-2.96613	0.2429921	300069031	Pdlim5	PDZ and LIM domain 5
ILMN_2821736	0.276	0.01482174	2.860417	-2.96667	0.13308746	326633180	Kdm8	lysine (K)-specific demethylase 8
ILMN_2790735	0.276	0.01485261	-2.859278	-2.96858	-0.12143396	164450486	Rbbp5	retinoblastoma binding protein 5
ILMN_2601020	0.276	0.01485965	-2.859019	-2.96902	-0.14996064	323462196	Cnot10	CCR4-NOT transcription complex, subunit 10
ILMN_2674548	0.276	0.01486448	-2.858841	-2.96932	-0.17657074	146198652	Commd8	COMM domain containing 8
ILMN_2737381	0.2763	0.01490957	2.857184	-2.9721	0.20741316	575077476	Ccdc50	coiled-coil domain containing 50
ILMN_1239607	0.2763	0.01496474	-2.855163	-2.97549	-0.14270026	262205327	Dgkz	diacylglycerol kinase zeta
ILMN_2998173	0.2763	0.01496746	-2.855064	-2.97565	-0.16214088	126090591	Gm6548	eukaryotic translation elongation factor 1 alpha 1 pseudogene
ILMN_2689784	0.2763	0.01500721	2.853613	-2.97809	0.33566625	226958672	Mcf2l	mcf.2 transforming sequence-like
ILMN_2712584	0.2763	0.01501992	2.853149	-2.97887	0.1262885	146134978	Ccdc59	coiled-coil domain containing 59
ILMN_1247543	0.2763	0.01502652	-2.852909	-2.97927	-0.16764748	363543355	Akr1a1	aldo-keto reductase family 1, member A1 (aldehyde reductase)
ILMN_2987862	0.2763	0.0150418	2.852353	-2.9802	0.30247078	153792235	Per2	period circadian clock 2
ILMN_1231765	0.2763	0.01507718	2.851068	-2.98236	0.4602936	285002265	Xirp1	xin actin-binding repeat containing 1
ILMN_1247933	0.2763	0.01508885	2.850644	-2.98307	0.19087501	226528349	Lyz1	lysozyme 1
ILMN_2764335	0.2763	0.01510244	-2.850152	-2.98389	-0.26070175	268370087	Setd3	SET domain containing 3
ILMN_2699933	0.2763	0.01511293	-2.849772	-2.98453	-0.13921456	256574769	Qdpr	quinoid dihydropteridine reductase
ILMN_2835287	0.2763	0.01512164	2.849457	-2.98506	0.24178639	257196120	Snrk	SNF related kinase
ILMN_2453086	0.2763	0.01512206	-2.849441	-2.98508	-0.12873506	110735448	Txnrd3	thioredoxin reductase 3
ILMN_2882088	0.277	0.01517994	2.847351	-2.98859	0.13679687	902763209	Rab7b	RAB7B, member RAS oncogene family
ILMN_2822579	0.277	0.01520698	2.846377	-2.99022	0.19255213	914101231	Col4a2	collagen, type IV, alpha 2
ILMN_2778409	0.277	0.01521339	2.846147	-2.99061	0.112983	145207975	Mtmr3	myotubularin related protein 3
ILMN_2760977	0.2771	0.01524937	2.844854	-2.99278	0.24475515	118130830	Impact	impact, RWD domain protein
ILMN_2683933	0.2771	0.01528665	-2.843518	-2.99502	-0.12833199	161016772	Cdk9	cyclin-dependent kinase 9 (CDC2-related kinase)
ILMN_2514674	0.2771	0.01528819	2.843463	-2.99511	0.11796817	902763310	Xrn1	5'-3' exoribonuclease 1
ILMN_1256369	0.2771	0.0153017	2.84298	-2.99592	0.22149234	146134470	Lynx1	Ly6/neurotoxin 1
ILMN_1219820	0.2771	0.01530863	-2.842732	-2.99634	-0.38136483	142366339	Dram1	DNA-damage regulated autophagy modulator 1
ILMN_2943476	0.278	0.01538895	-2.839868	-3.00114	-0.16477908	42794772	Lcmt1	leucine carboxyl methyltransferase 1
ILMN_3147331	0.278	0.01539694	-2.839584	-3.00161	-0.16996113	557636654	Thnsl2	threonine synthase-like 2 (bacterial)
ILMN_1249366	0.2785	0.01544191	2.837988	-3.00429	0.22317749	929981608	Bcl2	B cell leukemia/lymphoma 2
ILMN_2679077	0.2791	0.01549684	2.836045	-3.00755	0.16687837	146141172	Nhp2	NHP2 ribonucleoprotein
ILMN_1241618	0.2798	0.01555043	-2.834156	-3.01071	-0.19927311	118131036	Flot1	flotillin 1
ILMN_2874414	0.2802	0.01559174	-2.832704	-3.01315	-0.19480265	295789033	Usp19	ubiquitin specific peptidase 19
ILMN_3123716	0.2804	0.01562252	-2.831625	-3.01496	-0.1371732	258645107	Morf4l1	mortality factor 4 like 1
ILMN_1257794	0.2804	0.01564177	2.830951	-3.01608	0.26033543	815890827	Nr4a3	nuclear receptor subfamily 4, group A, member 3
ILMN_1232182	0.2804	0.01568573	-2.829415	-3.01866	-0.19706055	213513125	Ctnnbip1	catenin beta interacting protein 1
ILMN_1257300	0.2804	0.01570947	2.828588	-3.02005	0.22004943	142378282	Coq5	coenzyme Q5 methyltransferase
ILMN_2747345	0.2804	0.01572546	-2.828031	-3.02098	-0.28467161	58037128	Mrps18c	mitochondrial ribosomal protein S18C
ILMN_3000703	0.2804	0.01572672	2.827987	-3.02105	0.14371685	167830457	Stxbp5l	syntaxin binding protein 5-like
ILMN_2907327	0.2804	0.01575152	-2.827125	-3.0225	-0.13149209	368711284	Dtx2	deltex 2, E3 ubiquitin ligase
ILMN_3134844	0.2804	0.01575332	-2.827062	-3.0226	-0.24231724	553727195	Dysf	dysferlin
ILMN_1257115	0.2811	0.01580807	2.825163	-3.02578	0.14310839	365733593	Moap1	modulator of apoptosis 1
ILMN_1245815	0.2813	0.01583903	2.824093	-3.02758	0.20053927	50234895	Ube2o	ubiquitin-conjugating enzyme E2O
