ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2711714	0.61401	1.91e-01	1.40	-4.8515	2.12e-01	254675272	Scnm1	sodium channel modifier 1
ILMN_1213975	0.61401	1.91e-01	1.40	-4.8516	6.10e-02	111494231	Slc4a8	solute carrier family 4 (anion exchanger), member 8
ILMN_2696146	0.61401	1.91e-01	-1.40	-4.8517	-6.78e-02	38142487	Pdpr	pyruvate dehydrogenase phosphatase regulatory subunit
ILMN_2741790	0.61401	1.91e-01	1.40	-4.8519	1.22e-01	779177200	Ears2	glutamyl-tRNA synthetase 2, mitochondrial
ILMN_1216072	0.61412	1.91e-01	-1.40	-4.8525	-1.82e-01	146141210	Gtpbp4	GTP binding protein 4
ILMN_2721799	0.61412	1.91e-01	1.40	-4.8528	5.67e-02	31981247	Stoml2	stomatin (Epb7.2)-like 2
ILMN_3155492	0.61412	1.91e-01	-1.40	-4.8529	-1.12e-01	70778973	Tapbp	TAP binding protein
ILMN_1213053	0.61412	1.91e-01	-1.40	-4.853	-5.90e-02	146141150	Wars2	tryptophanyl tRNA synthetase 2 (mitochondrial)
ILMN_1224859	0.61412	1.91e-01	-1.40	-4.8531	-1.43e-01	57863243	Gimap6	GTPase, IMAP family member 6
ILMN_2866276	0.61412	1.91e-01	1.40	-4.8531	5.22e-02	160707972	Csf2ra	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)
ILMN_2759954	0.61412	1.91e-01	1.40	-4.8532	2.64e-01	85540464	Ppp1r2	protein phosphatase 1, regulatory (inhibitor) subunit 2
ILMN_1254067	0.61412	1.91e-01	-1.40	-4.8534	-1.16e-01	226874921	Mprip	myosin phosphatase Rho interacting protein
ILMN_1225191	0.61412	1.91e-01	1.40	-4.8534	9.93e-02	141801783	Naprt	nicotinate phosphoribosyltransferase
ILMN_2757855	0.61416	1.91e-01	1.40	-4.8538	9.20e-02	459683875	Ehmt1	euchromatic histone methyltransferase 1
ILMN_3097950	0.61416	1.91e-01	-1.40	-4.8539	-8.97e-02	103472020	Asb1	ankyrin repeat and SOCS box-containing 1
ILMN_1234672	0.61416	1.91e-01	1.40	-4.854	2.65e-01	93587676	Ddx17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
ILMN_2700797	0.61432	1.91e-01	1.40	-4.8544	8.72e-02	158508617	Ppic	peptidylprolyl isomerase C
ILMN_2903926	0.61432	1.92e-01	1.40	-4.8546	6.68e-02	170763510	Pdgfrl	platelet-derived growth factor receptor-like
ILMN_3086889	0.61432	1.92e-01	1.40	-4.8546	6.06e-02	554506515	Grk6	G protein-coupled receptor kinase 6
ILMN_2977210	0.61447	1.92e-01	1.40	-4.855	1.95e-01	575771808	Rpap2	RNA polymerase II associated protein 2
ILMN_1226326	0.61447	1.92e-01	1.40	-4.8551	7.84e-02	NA		
ILMN_2597686	0.61476	1.92e-01	-1.40	-4.8558	-1.76e-01	NA		
ILMN_2718090	0.61476	1.92e-01	-1.40	-4.8559	-5.73e-02	594190959	Dolpp1	dolichyl pyrophosphate phosphatase 1
ILMN_1226187	0.61476	1.92e-01	-1.40	-4.8564	-4.32e-01	300795899	Lancl1	LanC (bacterial lantibiotic synthetase component C)-like 1
ILMN_2737192	0.61476	1.92e-01	1.40	-4.8564	2.51e-01	118131193	Eif3g	eukaryotic translation initiation factor 3, subunit G
ILMN_2777493	0.61476	1.92e-01	-1.40	-4.8566	-1.05e-01	357588423	Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A
ILMN_2648397	0.61476	1.92e-01	-1.40	-4.8569	-6.18e-01	575501573	Anapc5	anaphase-promoting complex subunit 5
ILMN_2713464	0.61476	1.92e-01	-1.40	-4.8569	-1.67e-01	326937490	Abhd4	abhydrolase domain containing 4
ILMN_3052870	0.61476	1.92e-01	1.40	-4.8569	7.64e-02	84794586	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific
ILMN_3109360	0.61476	1.92e-01	-1.40	-4.8572	-6.08e-01	254675264	Plec	plectin
ILMN_1235934	0.61476	1.92e-01	1.40	-4.8572	6.62e-02	161016838	Btk	Bruton agammaglobulinemia tyrosine kinase
ILMN_1244377	0.61476	1.92e-01	1.40	-4.8574	9.53e-02	117414140	Igflr1	IGF-like family receptor 1
ILMN_2757019	0.61476	1.92e-01	1.40	-4.8575	1.00e-01	225543489	She	src homology 2 domain-containing transforming protein E
ILMN_1217055	0.61476	1.92e-01	-1.40	-4.8577	-1.72e-01	NA		
ILMN_2603781	0.61476	1.92e-01	-1.40	-4.8578	-1.01e-01	55956924	Mydgf	myeloid derived growth factor
ILMN_1234100	0.61476	1.92e-01	-1.40	-4.8579	-4.15e-01	31981602	Bsdc1	BSD domain containing 1
ILMN_1224712	0.61476	1.92e-01	1.40	-4.858	8.36e-02	341926301	Alg11	asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase)
ILMN_2813454	0.61481	1.93e-01	1.40	-4.8587	3.83e-01	31982148	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15
ILMN_2602687	0.61481	1.93e-01	-1.40	-4.859	-1.23e-01	110625960	Rpa2	replication protein A2
ILMN_2626653	0.61481	1.93e-01	-1.40	-4.8594	-1.51e-01	31982715	Timm10b	translocase of inner mitochondrial membrane 10B
ILMN_2918509	0.61481	1.93e-01	1.40	-4.8595	7.39e-02	NA		
ILMN_2744693	0.61481	1.93e-01	-1.40	-4.8596	-8.15e-01	142379212	Ufc1	ubiquitin-fold modifier conjugating enzyme 1
ILMN_2744592	0.61481	1.93e-01	1.40	-4.8597	1.99e-01	171906602	Ccdc53	coiled-coil domain containing 53
ILMN_2692657	0.61481	1.93e-01	1.40	-4.8599	9.14e-02	153945807	Ighmbp2	immunoglobulin mu binding protein 2
ILMN_2593117	0.61481	1.93e-01	1.40	-4.86	8.41e-02	261862276	Fbxl22	F-box and leucine-rich repeat protein 22
ILMN_2906471	0.61481	1.93e-01	-1.40	-4.8601	-3.14e-01	357197119	Mlst8	MTOR associated protein, LST8 homolog (S. cerevisiae)
ILMN_1240892	0.61481	1.93e-01	-1.40	-4.8602	-8.54e-02	166706859	Ppp4r1	protein phosphatase 4, regulatory subunit 1
ILMN_1250081	0.61481	1.93e-01	-1.40	-4.8602	-1.30e-01	363543361	Wbscr22	Williams Beuren syndrome chromosome region 22
ILMN_2851023	0.61481	1.93e-01	-1.40	-4.8603	-1.61e-01	254910971	Klhdc3	kelch domain containing 3
ILMN_2981363	0.61481	1.93e-01	-1.40	-4.8604	-9.55e-02	148747228	Emilin2	elastin microfibril interfacer 2
ILMN_2432873	0.61481	1.93e-01	1.40	-4.8607	7.23e-02	226823221	Ube2v2	ubiquitin-conjugating enzyme E2 variant 2
ILMN_3138057	0.61481	1.93e-01	-1.40	-4.8607	-1.88e-01	408821448	Ric8b	RIC8 guanine nucleotide exchange factor B
ILMN_2628522	0.61481	1.93e-01	1.40	-4.8608	5.31e-02	256773277	Ablim3	actin binding LIM protein family, member 3
ILMN_2695181	0.61481	1.93e-01	-1.40	-4.8608	-7.07e-01	226529498	Smtn	smoothelin
ILMN_2718431	0.61481	1.93e-01	-1.40	-4.8609	-1.68e-01	575771753	Itih4	inter alpha-trypsin inhibitor, heavy chain 4
ILMN_2920676	0.61481	1.93e-01	1.40	-4.8611	7.18e-02	197100625	Rfesd	Rieske (Fe-S) domain containing
ILMN_1221784	0.61489	1.93e-01	1.40	-4.8613	6.81e-02	111494233	Dio3	deiodinase, iodothyronine type III
ILMN_2624385	0.61493	1.93e-01	-1.40	-4.8616	-2.46e-01	224809385	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)
ILMN_1231447	0.61493	1.93e-01	-1.40	-4.8618	-8.63e-02	226958348	Tpi1	triosephosphate isomerase 1
ILMN_2658553	0.61493	1.93e-01	-1.40	-4.862	-1.56e-01	119672917	Gys1	glycogen synthase 1, muscle
ILMN_2626939	0.61493	1.93e-01	-1.40	-4.8621	-1.07e-01	315013581	Daxx	Fas death domain-associated protein
ILMN_3075003	0.61493	1.94e-01	-1.39	-4.8629	-3.29e-01	281332193	Mlf2	myeloid leukemia factor 2
ILMN_2646105	0.61493	1.94e-01	1.39	-4.8631	7.36e-02	254675167	Timm23	translocase of inner mitochondrial membrane 23
ILMN_2870950	0.61493	1.94e-01	1.39	-4.8634	2.76e-01	295821194	Uqcc1	ubiquinol-cytochrome c reductase complex assembly factor 1
ILMN_2946959	0.61493	1.94e-01	1.39	-4.8635	8.68e-02	NA		
ILMN_2754067	0.61493	1.94e-01	-1.39	-4.8637	-6.69e-02	118130153	Osbpl10	oxysterol binding protein-like 10
ILMN_1214183	0.61493	1.94e-01	1.39	-4.8639	7.97e-02	165905564	A530064D06Rik	RIKEN cDNA A530064D06 gene
ILMN_1217625	0.61493	1.94e-01	1.39	-4.8643	1.13e-01	329299063	Sept7	septin 7
ILMN_2764883	0.61493	1.94e-01	1.39	-4.8643	3.63e-01	34328461	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)
ILMN_1257193	0.61493	1.94e-01	-1.39	-4.8643	-5.79e-01	255708464	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform
ILMN_2703321	0.61493	1.94e-01	-1.39	-4.8644	-8.08e-02	390198549	Ankzf1	ankyrin repeat and zinc finger domain containing 1
ILMN_1236131	0.61493	1.94e-01	-1.39	-4.8644	-3.24e-01	148368963	Mrpl48	mitochondrial ribosomal protein L48
ILMN_2885016	0.61493	1.94e-01	-1.39	-4.8644	-1.58e-01	840084675	Clk2	CDC-like kinase 2
ILMN_2605666	0.61493	1.94e-01	1.39	-4.8646	2.87e-01	594191038	Lamp2	lysosomal-associated membrane protein 2
ILMN_2473348	0.61493	1.94e-01	-1.39	-4.8646	-1.13e-01	142352053	Ttc13	tetratricopeptide repeat domain 13
ILMN_2926842	0.61493	1.94e-01	1.39	-4.8647	6.85e-02	254540056	Flrt2	fibronectin leucine rich transmembrane protein 2
ILMN_2634728	0.61493	1.94e-01	-1.39	-4.8649	-1.24e-01	189339275	Bbs9	Bardet-Biedl syndrome 9 (human)
ILMN_1244431	0.61493	1.94e-01	-1.39	-4.865	-1.43e-01	84875518	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)
ILMN_2442075	0.61493	1.94e-01	-1.39	-4.8651	-1.27e-01	100817351	Topors	topoisomerase I binding, arginine/serine-rich
ILMN_2715215	0.61493	1.94e-01	-1.39	-4.8652	-4.57e-01	256542308	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon
ILMN_2667396	0.61493	1.94e-01	1.39	-4.8653	7.61e-02	402534549	Foxf1	forkhead box F1
ILMN_1242391	0.61493	1.94e-01	-1.39	-4.8653	-6.80e-02	270483857	Tmem8	transmembrane protein 8 (five membrane-spanning domains)
ILMN_2710538	0.61493	1.94e-01	-1.39	-4.8654	-2.32e-01	21703349	Fbxo18	F-box protein 18
ILMN_2613000	0.61494	1.94e-01	1.39	-4.8661	5.28e-02	306482657	Islr	immunoglobulin superfamily containing leucine-rich repeat
ILMN_2717678	0.61494	1.95e-01	1.39	-4.8662	7.35e-02	162136022	Muc13	mucin 13, epithelial transmembrane
ILMN_2793464	0.61494	1.95e-01	1.39	-4.8663	6.39e-02	142381213	Oasl1	2'-5' oligoadenylate synthetase-like 1
ILMN_1249191	0.61494	1.95e-01	1.39	-4.8665	6.73e-02	39930318	Scgb1b27	secretoglobin, family 1B, member 27
ILMN_1218318	0.61494	1.95e-01	1.39	-4.8666	7.86e-02	22128798	Olfr639	olfactory receptor 639
ILMN_2723718	0.61494	1.95e-01	1.39	-4.8667	5.79e-02	188035857	Rcn3	reticulocalbin 3, EF-hand calcium binding domain
ILMN_2983686	0.61494	1.95e-01	1.39	-4.8668	2.11e-01	594191024	Trub2	TruB pseudouridine (psi) synthase family member 2
ILMN_1249905	0.61494	1.95e-01	1.39	-4.8674	1.39e-01	115299765	Dbndd2	dysbindin (dystrobrevin binding protein 1) domain containing 2
ILMN_3120454	0.61494	1.95e-01	1.39	-4.8676	6.92e-02	82546875	Creb1	cAMP responsive element binding protein 1
ILMN_2928573	0.61494	1.95e-01	-1.39	-4.8678	-1.91e-01	50811869	Rev1	REV1, DNA directed polymerase
ILMN_3107690	0.61494	1.95e-01	-1.39	-4.868	-1.50e-01	37537561	Fam177a	family with sequence similarity 177, member A
ILMN_2473374	0.61494	1.95e-01	-1.39	-4.868	-1.39e-01	158636016	Zdhhc9	zinc finger, DHHC domain containing 9
ILMN_3091641	0.61494	1.95e-01	1.39	-4.868	1.73e-01	156151404	Dab2	disabled 2, mitogen-responsive phosphoprotein
ILMN_1214358	0.61494	1.95e-01	-1.39	-4.8681	-6.29e-01	359807106	Akt1s1	AKT1 substrate 1 (proline-rich)
ILMN_2834123	0.61494	1.95e-01	-1.39	-4.8683	-8.23e-02	110347472	Apoa4	apolipoprotein A-IV
ILMN_2628745	0.61494	1.95e-01	-1.39	-4.8684	-1.00e-01	85861263	Tmco3	transmembrane and coiled-coil domains 3
ILMN_1254994	0.61494	1.95e-01	1.39	-4.8685	6.71e-02	262231847	Slc36a3	solute carrier family 36 (proton/amino acid symporter), member 3
ILMN_1216003	0.61494	1.95e-01	1.39	-4.8685	7.82e-02	119372293	Padi6	peptidyl arginine deiminase, type VI
ILMN_2794460	0.61494	1.95e-01	-1.39	-4.8685	-9.27e-02	21450270	Ncoa5	nuclear receptor coactivator 5
ILMN_1246650	0.61494	1.95e-01	-1.39	-4.869	-3.86e-01	118130847	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1
ILMN_2983624	0.61494	1.95e-01	1.39	-4.8691	6.31e-02	225703148	Ackr4	atypical chemokine receptor 4
ILMN_2479024	0.61494	1.95e-01	-1.39	-4.8695	-3.10e-01	260166707	Ubap2l	ubiquitin-associated protein 2-like
ILMN_2739760	0.61494	1.95e-01	1.39	-4.8695	4.55e-01	229608919	Prelp	proline arginine-rich end leucine-rich repeat
ILMN_1233784	0.61494	1.95e-01	-1.39	-4.8697	-6.67e-02	139948826	Wdr34	WD repeat domain 34
ILMN_1216661	0.61494	1.95e-01	-1.39	-4.8697	-1.61e-01	163965432	Col6a2	collagen, type VI, alpha 2
ILMN_2893993	0.61494	1.95e-01	1.39	-4.8698	3.16e-01	1001184327	Cers2	ceramide synthase 2
ILMN_2809436	0.61494	1.96e-01	-1.39	-4.8701	-1.60e-01	142354569	Ubr7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
ILMN_3115149	0.61494	1.96e-01	1.39	-4.8702	7.65e-02	116686107	Spire1	spire homolog 1 (Drosophila)
ILMN_2702243	0.61494	1.96e-01	-1.39	-4.8704	-5.23e-02	295148120	Homez	homeodomain leucine zipper-encoding gene
ILMN_2839303	0.61494	1.96e-01	1.39	-4.8704	1.50e-01	300192994	Dnajc24	DnaJ heat shock protein family (Hsp40) member C24
ILMN_2647820	0.61494	1.96e-01	1.39	-4.8704	7.83e-02	485050542	Apoc2	apolipoprotein C-II
ILMN_3159435	0.61494	1.96e-01	-1.39	-4.8704	-1.61e-01	NA		
ILMN_2670613	0.61511	1.96e-01	1.39	-4.8708	6.83e-02	146141161	Slc25a27	solute carrier family 25, member 27
ILMN_3108783	0.61518	1.96e-01	-1.39	-4.8712	-2.86e-01	259155331	Fxyd1	FXYD domain-containing ion transport regulator 1
ILMN_2765095	0.61518	1.96e-01	1.39	-4.8713	4.98e-02	141802762	Gm4894	predicted gene 4894
ILMN_2726905	0.61518	1.96e-01	1.39	-4.8713	7.29e-02	260436955	Gnb4	guanine nucleotide binding protein (G protein), beta 4
ILMN_2730758	0.61518	1.96e-01	-1.39	-4.8717	-1.77e-01	142354569	Ubr7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
ILMN_1217827	0.61518	1.96e-01	-1.39	-4.8717	-9.19e-02	254540090	Apopt1	apoptogenic, mitochondrial 1
ILMN_2893187	0.61518	1.96e-01	-1.39	-4.8718	-1.87e-01	594190887	Gripap1	GRIP1 associated protein 1
ILMN_2805624	0.61518	1.96e-01	-1.39	-4.8719	-5.89e-02	684625052	Ptpdc1	protein tyrosine phosphatase domain containing 1
ILMN_3163027	0.61524	1.96e-01	-1.39	-4.8723	-6.62e-01	285403408	Abhd17a	abhydrolase domain containing 17A
ILMN_2686943	0.61524	1.96e-01	1.39	-4.8723	6.40e-02	66472355	Olfr23	olfactory receptor 23
ILMN_3009738	0.61537	1.96e-01	1.39	-4.8729	1.53e-01	139948378	1600012H06Rik	RIKEN cDNA 1600012H06 gene
ILMN_2644950	0.61537	1.96e-01	-1.39	-4.8732	-3.21e-01	281427251	Tprkb	Tp53rk binding protein
ILMN_2706232	0.61537	1.96e-01	-1.39	-4.8732	-3.68e-01	255759972	Syngr2	synaptogyrin 2
ILMN_2467800	0.61537	1.96e-01	-1.38	-4.8737	-7.28e-02	142383016	Uap1l1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1
ILMN_2797276	0.61537	1.96e-01	-1.38	-4.8737	-1.69e-01	575771753	Itih4	inter alpha-trypsin inhibitor, heavy chain 4
ILMN_2609809	0.61537	1.96e-01	-1.38	-4.8737	-1.77e-01	142378097	Sec61b	Sec61 beta subunit
ILMN_1225085	0.61537	1.96e-01	-1.38	-4.8737	-8.89e-02	116734871	Prkcb	protein kinase C, beta
ILMN_1225361	0.61537	1.97e-01	1.38	-4.8738	1.07e-01	145966689	Snrpd1	small nuclear ribonucleoprotein D1
ILMN_2838199	0.61537	1.97e-01	-1.38	-4.8739	-8.90e-02	142352443	Dcps	decapping enzyme, scavenger
ILMN_3163543	0.61541	1.97e-01	1.38	-4.8745	6.62e-02	575077479	Spn	sialophorin
ILMN_2703099	0.61541	1.97e-01	-1.38	-4.8746	-3.47e-01	142376112	Ipo4	importin 4
ILMN_2769696	0.61541	1.97e-01	1.38	-4.8746	2.82e-01	550822015	Nap1l4	nucleosome assembly protein 1-like 4
ILMN_1249606	0.61541	1.97e-01	-1.38	-4.8747	-3.68e-01	118130326	Rpl7l1	ribosomal protein L7-like 1
ILMN_2711410	0.61541	1.97e-01	-1.38	-4.8748	-5.79e-02	893558016	Pmf1	polyamine-modulated factor 1
ILMN_2831579	0.61541	1.97e-01	-1.38	-4.8752	-9.96e-02	239735500	Kctd5	potassium channel tetramerisation domain containing 5
ILMN_2700848	0.61541	1.97e-01	-1.38	-4.8754	-1.31e-01	405778343	Arrb2	arrestin, beta 2
ILMN_2451578	0.61541	1.97e-01	-1.38	-4.8755	-8.39e-02	118130414	Trmu	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
ILMN_1232776	0.61541	1.97e-01	-1.38	-4.8758	-5.78e-01	295821177	Mrpl11	mitochondrial ribosomal protein L11
ILMN_2706022	0.61541	1.97e-01	-1.38	-4.8759	-4.18e-01	224922827	Rbm42	RNA binding motif protein 42
ILMN_1233931	0.61541	1.97e-01	-1.38	-4.8761	-2.74e-01	158508453	Dnajc2	DnaJ heat shock protein family (Hsp40) member C2
ILMN_2775300	0.61541	1.97e-01	1.38	-4.8761	6.61e-02	118130816	Enthd2	ENTH domain containing 2
ILMN_2917629	0.61541	1.97e-01	1.38	-4.8762	5.58e-02	255683340	Wnt16	wingless-type MMTV integration site family, member 16
ILMN_2689887	0.61541	1.97e-01	-1.38	-4.8762	-6.11e-01	557440879	Mark2	MAP/microtubule affinity regulating kinase 2
ILMN_3143557	0.61541	1.97e-01	-1.38	-4.8764	-5.43e-01	118129921	Adi1	acireductone dioxygenase 1
ILMN_1225570	0.61541	1.97e-01	-1.38	-4.8765	-4.18e-01	93102381	Serpina1d	serine (or cysteine) peptidase inhibitor, clade A, member 1D
ILMN_3109491	0.61541	1.97e-01	1.38	-4.8765	1.70e-01	255982559	Irf2bpl	interferon regulatory factor 2 binding protein-like
ILMN_3003308	0.61545	1.97e-01	-1.38	-4.8767	-7.41e-02	255958243	Psmd10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10
ILMN_2756113	0.61545	1.97e-01	1.38	-4.8769	9.00e-02	148540128	Nln	neurolysin (metallopeptidase M3 family)
ILMN_2664779	0.61587	1.98e-01	-1.38	-4.8776	-8.27e-02	67514552	Ppp1r16a	protein phosphatase 1, regulatory (inhibitor) subunit 16A
ILMN_2731407	0.61587	1.98e-01	1.38	-4.8777	7.92e-02	145966707	Gdf3	growth differentiation factor 3
ILMN_2476885	0.61587	1.98e-01	1.38	-4.8779	1.28e-01	357933643	Ptgr2	prostaglandin reductase 2
ILMN_2920454	0.61587	1.98e-01	-1.38	-4.878	-1.53e-01	116063574	Epm2a	epilepsy, progressive myoclonic epilepsy, type 2 gene alpha
ILMN_2765407	0.61603	1.98e-01	-1.38	-4.8789	-3.18e-01	283806680	Luc7l2	LUC7-like 2 (S. cerevisiae)
ILMN_2651687	0.61603	1.98e-01	1.38	-4.8789	6.67e-02	22128952	Olfr1494	olfactory receptor 1494
ILMN_3134537	0.61603	1.98e-01	1.38	-4.879	8.84e-02	124486966	Gm13177	predicted gene 13177
ILMN_1215859	0.61603	1.98e-01	-1.38	-4.8792	-4.44e-01	93102380	Serpina1b	serine (or cysteine) preptidase inhibitor, clade A, member 1B
ILMN_1241350	0.61603	1.98e-01	1.38	-4.8794	9.65e-02	146198705	Vsig4	V-set and immunoglobulin domain containing 4
ILMN_2688622	0.61603	1.98e-01	1.38	-4.8794	8.29e-02	576067912	Agbl3	ATP/GTP binding protein-like 3
ILMN_2697279	0.61603	1.98e-01	-1.38	-4.8795	-6.30e-02	326633244	Ints3	integrator complex subunit 3
ILMN_2757607	0.61603	1.98e-01	1.38	-4.8796	6.49e-02	145207971	Tle3	transducin-like enhancer of split 3
ILMN_1250317	0.61603	1.98e-01	1.38	-4.8804	5.81e-02	575771741	Slc25a40	solute carrier family 25, member 40
ILMN_1226293	0.61603	1.98e-01	1.38	-4.8805	8.87e-02	27754010	Slc39a4	solute carrier family 39 (zinc transporter), member 4
ILMN_2738264	0.61603	1.98e-01	1.38	-4.8806	2.25e-01	146135052	Dusp19	dual specificity phosphatase 19
ILMN_1242533	0.61603	1.98e-01	-1.38	-4.8808	-7.30e-02	133892959	Srf	serum response factor
ILMN_3003242	0.61603	1.98e-01	-1.38	-4.8809	-1.17e-01	661311575	Mpv17	MpV17 mitochondrial inner membrane protein
ILMN_3032778	0.61603	1.98e-01	-1.38	-4.8811	-4.81e-01	71061465	Ensa	endosulfine alpha
ILMN_2841721	0.61603	1.98e-01	1.38	-4.8812	1.59e-01	154091023	Ttc3	tetratricopeptide repeat domain 3
ILMN_2680474	0.61603	1.99e-01	1.38	-4.8813	9.59e-02	6671576	Art2a-ps	ADP-ribosyltransferase 2a, pseudogene
ILMN_2753226	0.61603	1.99e-01	1.38	-4.8814	5.58e-02	142347569	Rad51ap1	RAD51 associated protein 1
ILMN_2818396	0.61603	1.99e-01	1.38	-4.8815	1.66e-01	141802232	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein
ILMN_2793638	0.61603	1.99e-01	1.38	-4.8816	7.79e-02	NA		
ILMN_1249215	0.61603	1.99e-01	-1.38	-4.8818	-8.29e-02	194394206	Msrb3	methionine sulfoxide reductase B3
ILMN_2970494	0.61603	1.99e-01	1.38	-4.8819	1.07e-01	148747545	Serpina3k	serine (or cysteine) peptidase inhibitor, clade A, member 3K
ILMN_2678094	0.61603	1.99e-01	-1.38	-4.8821	-1.72e-01	70909350	Prrx1	paired related homeobox 1
ILMN_1251912	0.61603	1.99e-01	-1.38	-4.8821	-9.69e-02	226342946	Trim39	tripartite motif-containing 39
ILMN_2666677	0.61603	1.99e-01	1.38	-4.8822	8.62e-02	918410207	Cel	carboxyl ester lipase
ILMN_2726047	0.61603	1.99e-01	1.38	-4.8822	5.50e-02	NA		
ILMN_2793442	0.61603	1.99e-01	-1.38	-4.8832	-2.48e-01	359338983	Ssx2ip	synovial sarcoma, X breakpoint 2 interacting protein
ILMN_2976448	0.61603	1.99e-01	-1.38	-4.8833	-2.77e-01	134032008	Daglb	diacylglycerol lipase, beta
ILMN_1245382	0.61603	1.99e-01	1.38	-4.8835	7.41e-02	297747295	Tmem102	transmembrane protein 102
ILMN_2656677	0.61603	1.99e-01	-1.38	-4.8837	-1.36e-01	161484655	Fkbp8	FK506 binding protein 8
ILMN_3008858	0.61603	1.99e-01	1.38	-4.8838	2.33e-01	914333836	Ctsc	cathepsin C
ILMN_2925275	0.61603	1.99e-01	-1.38	-4.8839	-6.00e-02	654823696	Vti1a	vesicle transport through interaction with t-SNAREs 1A
ILMN_1257019	0.61603	1.99e-01	-1.38	-4.884	-9.95e-02	264681506	BC037034	cDNA sequence BC037034
ILMN_1219447	0.61603	1.99e-01	-1.38	-4.8841	-9.42e-02	295789147	Zmym3	zinc finger, MYM-type 3
ILMN_3160963	0.61603	1.99e-01	1.38	-4.8844	2.55e-01	225735635	Smim19	small integral membrane protein 19
ILMN_2718612	0.61603	1.99e-01	-1.38	-4.8847	-2.80e-01	171460945	Mto1	mitochondrial tRNA translation optimization 1
ILMN_1220234	0.61603	1.99e-01	-1.37	-4.8848	-3.10e-01	76881810	Serpina1e	serine (or cysteine) peptidase inhibitor, clade A, member 1E
ILMN_2594881	0.61603	1.99e-01	1.37	-4.8848	3.88e-01	255958272	Eif3i	eukaryotic translation initiation factor 3, subunit I
ILMN_2761459	0.61603	2.00e-01	1.37	-4.8851	1.73e-01	357527364	Lrsam1	leucine rich repeat and sterile alpha motif containing 1
ILMN_2761918	0.61603	2.00e-01	-1.37	-4.8852	-1.81e-01	122937369	Mmrn2	multimerin 2
ILMN_2705747	0.61603	2.00e-01	1.37	-4.8853	9.64e-02	120431735	Brdt	bromodomain, testis-specific
ILMN_2679815	0.61603	2.00e-01	-1.37	-4.8855	-4.64e-02	260099669	Pkn2	protein kinase N2
ILMN_2798993	0.61603	2.00e-01	1.37	-4.8859	3.46e-01	254553266	Nr1d2	nuclear receptor subfamily 1, group D, member 2
ILMN_2617835	0.61603	2.00e-01	1.37	-4.886	1.06e-01	124053458	Myo9b	myosin IXb
ILMN_2621921	0.61603	2.00e-01	-1.37	-4.8862	-1.98e-01	959092227	Clcn7	chloride channel, voltage-sensitive 7
ILMN_1227652	0.61603	2.00e-01	1.37	-4.8864	5.79e-02	22128918	Olfr1044	olfactory receptor 1044
ILMN_2689259	0.61603	2.00e-01	-1.37	-4.8864	-2.86e-01	656985048	Pi4kb	phosphatidylinositol 4-kinase, catalytic, beta polypeptide
ILMN_2679619	0.61603	2.00e-01	1.37	-4.8865	1.18e-01	188528629	Rb1	retinoblastoma 1
ILMN_1220441	0.61603	2.00e-01	1.37	-4.8866	7.84e-02	594190795	Camk1d	calcium/calmodulin-dependent protein kinase ID
ILMN_1255780	0.61603	2.00e-01	1.37	-4.8868	7.06e-02	142371642	Mettl24	methyltransferase like 24
ILMN_1228253	0.61603	2.00e-01	-1.37	-4.887	-1.46e-01	142383973	Emc3	ER membrane protein complex subunit 3
ILMN_2755585	0.61603	2.00e-01	-1.37	-4.887	-2.26e-01	158508446	Avpi1	arginine vasopressin-induced 1
ILMN_1235653	0.61603	2.00e-01	1.37	-4.8871	7.04e-02	226958315	Srsf2	serine/arginine-rich splicing factor 2
ILMN_2680648	0.61603	2.00e-01	1.37	-4.8872	6.12e-02	91199556	Atad2	ATPase family, AAA domain containing 2
ILMN_2780915	0.61603	2.00e-01	-1.37	-4.8874	-3.26e-01	21703807	Prmt7	protein arginine N-methyltransferase 7
ILMN_1234419	0.61603	2.00e-01	-1.37	-4.8875	-1.29e-01	92110031	Bag2	BCL2-associated athanogene 2
ILMN_2741738	0.61603	2.00e-01	-1.37	-4.8875	-1.40e-01	119637811	Desi2	desumoylating isopeptidase 2
