ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1252399	0.69491	1.66e-01	1.4938776	-5.03052	0.23256316	NA		
ILMN_2898406	0.69491	1.66e-01	-1.4938615	-5.03054	-0.50052171	274327183	Ndufa6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14)
ILMN_3081944	0.69491	1.66e-01	-1.49382	-5.03059	-0.13764462	NA		
ILMN_1247930	0.69496	1.66e-01	1.4935956	-5.03087	0.14074985	253795449	Nqo2	NAD(P)H dehydrogenase, quinone 2
ILMN_2756855	0.69557	1.66e-01	-1.4928463	-5.03182	-0.0763042	157057550	Plxnc1	plexin C1
ILMN_2481133	0.69579	1.67e-01	-1.4924656	-5.0323	-0.40084833	118130404	Tnni2	troponin I, skeletal, fast 2
ILMN_1259158	0.69587	1.67e-01	1.492217	-5.03261	0.0824951	225703120	Hexdc	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing
ILMN_1224380	0.69605	1.67e-01	1.4918711	-5.03304	0.19599589	255958290	Gosr2	golgi SNAP receptor complex member 2
ILMN_2702197	0.69609	1.67e-01	1.4916527	-5.03332	0.69989199	47271536	Pcbp1	poly(rC) binding protein 1
ILMN_2982771	0.69623	1.67e-01	-1.4908967	-5.03427	-0.27215577	226823275	Fgf10	fibroblast growth factor 10
ILMN_2612143	0.69623	1.67e-01	1.4908119	-5.03437	0.16014456	160333356	Sin3a	transcriptional regulator, SIN3A (yeast)
ILMN_2604243	0.69623	1.67e-01	1.4907589	-5.03444	0.28104415	227116269	Itgb6	integrin beta 6
ILMN_2674425	0.69623	1.67e-01	1.4907579	-5.03444	0.08030603	145966733	Sys1	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)
ILMN_2923736	0.69623	1.67e-01	-1.4906102	-5.03463	-0.45737624	52693934	Txndc15	thioredoxin domain containing 15
ILMN_2885922	0.69623	1.67e-01	1.490297	-5.03502	0.09186229	218505828	Ptpn3	protein tyrosine phosphatase, non-receptor type 3
ILMN_2512541	0.69623	1.67e-01	-1.4900978	-5.03527	-0.22816308	118131101	Ube2n	ubiquitin-conjugating enzyme E2N
ILMN_2854347	0.69623	1.67e-01	-1.4900304	-5.03536	-0.09033755	217416413	Mfsd5	major facilitator superfamily domain containing 5
ILMN_2740445	0.69623	1.67e-01	1.4899156	-5.0355	0.17634199	133778914	Hmgn5	high-mobility group nucleosome binding domain 5
ILMN_2896042	0.69638	1.67e-01	1.4896003	-5.0359	0.11403075	142360075	Dcaf15	DDB1 and CUL4 associated factor 15
ILMN_2886618	0.69649	1.67e-01	1.4889213	-5.03675	0.21167212	148234600	Nbl1	neuroblastoma, suppression of tumorigenicity 1
ILMN_1246650	0.69649	1.68e-01	1.4887142	-5.03701	0.42459172	118130847	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1
ILMN_2511806	0.69649	1.68e-01	1.4877488	-5.03822	0.14489514	323668267	Clec16a	C-type lectin domain family 16, member A
ILMN_1238497	0.69649	1.68e-01	1.4874378	-5.03861	0.4772706	601983583	Clip1	CAP-GLY domain containing linker protein 1
ILMN_3115917	0.69649	1.68e-01	-1.48739	-5.03867	-0.35990579	113680740	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1
ILMN_2692853	0.69649	1.68e-01	1.4869032	-5.03928	0.27816309	211065508	C030006K11Rik	RIKEN cDNA C030006K11 gene
ILMN_2848305	0.69649	1.68e-01	-1.4867545	-5.03947	-0.0663555	148287012	Pnma1	paraneoplastic antigen MA1
ILMN_2762728	0.69649	1.68e-01	-1.4866421	-5.03961	-0.20053031	118131053	Acaa1a	acetyl-Coenzyme A acyltransferase 1A
ILMN_2603699	0.69649	1.68e-01	-1.4865412	-5.03974	-0.07070818	59859886	Birc5	baculoviral IAP repeat-containing 5
ILMN_1220897	0.69649	1.68e-01	-1.486479	-5.03982	-0.0686444	21717782	Vmn1r84	vomeronasal 1 receptor 84
ILMN_2731629	0.69649	1.68e-01	-1.4862334	-5.04013	-0.19085337	215422376	Eif1b	eukaryotic translation initiation factor 1B
ILMN_2770686	0.69649	1.68e-01	-1.4859159	-5.04052	-0.25061893	240120092	Gnl2	guanine nucleotide binding protein-like 2 (nucleolar)
ILMN_1239238	0.69649	1.68e-01	1.4857697	-5.04071	0.10220837	928192559	Prkch	protein kinase C, eta
ILMN_2858523	0.69649	1.68e-01	-1.4856555	-5.04085	-0.35553209	NA		
ILMN_3162148	0.69649	1.68e-01	-1.4856017	-5.04092	-0.09074419	599045248	Xaf1	XIAP associated factor 1
ILMN_2784446	0.69649	1.68e-01	-1.4854715	-5.04108	-0.16097528	575501713	Sox17	SRY (sex determining region Y)-box 17
ILMN_2639819	0.69649	1.68e-01	1.4854342	-5.04113	0.32597822	170287744	Bet1l	Bet1 golgi vesicular membrane trafficking protein like
ILMN_2799596	0.69649	1.69e-01	-1.4848961	-5.0418	-0.15776402	262050609	Vmac	vimentin-type intermediate filament associated coiled-coil protein
ILMN_2884646	0.69649	1.69e-01	-1.4848308	-5.04188	-0.15075325	158508593	Parl	presenilin associated, rhomboid-like
ILMN_2593410	0.69649	1.69e-01	1.4846827	-5.04207	0.1857321	84781816	Kif3c	kinesin family member 3C
ILMN_2792601	0.69649	1.69e-01	-1.4845663	-5.04222	-0.3406348	270483758	Lpar6	lysophosphatidic acid receptor 6
ILMN_2783852	0.69649	1.69e-01	1.4844517	-5.04236	0.10933592	157739866	Adgrl1	adhesion G protein-coupled receptor L1
ILMN_3161591	0.69649	1.69e-01	1.4841504	-5.04274	0.14940433	NA		
ILMN_3061990	0.69649	1.69e-01	-1.4840905	-5.04281	-0.0897506	547235320	Tbx3	T-box 3
ILMN_2747651	0.69649	1.69e-01	-1.4837735	-5.04321	-0.33419202	209954845	Hat1	histone aminotransferase 1
ILMN_1223257	0.69649	1.69e-01	-1.4837523	-5.04324	-0.2096187	126366031	Ccl4	chemokine (C-C motif) ligand 4
ILMN_2694153	0.69649	1.69e-01	1.4834989	-5.04355	0.15088716	451327595	Asap1	ArfGAP with SH3 domain, ankyrin repeat and PH domain1
ILMN_2736621	0.69649	1.69e-01	-1.4832048	-5.04392	-0.08280982	118130262	Proz	protein Z, vitamin K-dependent plasma glycoprotein
ILMN_1221624	0.69649	1.69e-01	-1.4831337	-5.04401	-0.19882165	281371340	Slc35b3	solute carrier family 35, member B3
ILMN_1222829	0.69649	1.69e-01	1.483026	-5.04415	0.25349655	160948596	Ints1	integrator complex subunit 1
ILMN_2739123	0.69649	1.69e-01	1.4828312	-5.04439	0.36330492	240120095	Pex7	peroxisomal biogenesis factor 7
ILMN_2660803	0.69649	1.69e-01	-1.4828289	-5.04439	-0.1801108	40353219	Bckdhb	branched chain ketoacid dehydrogenase E1, beta polypeptide
ILMN_2766867	0.69649	1.69e-01	1.4824765	-5.04484	0.06130671	254939682	Slc22a7	solute carrier family 22 (organic anion transporter), member 7
ILMN_2887986	0.69649	1.69e-01	-1.4823961	-5.04494	-0.12143429	133892370	Cd300a	CD300A molecule
ILMN_2881296	0.69649	1.69e-01	-1.4818213	-5.04566	-0.3044431	158631229	Saraf	store-operated calcium entry-associated regulatory factor
ILMN_2752624	0.69649	1.69e-01	1.4817735	-5.04572	0.2537651	698979993	Ccrl2	chemokine (C-C motif) receptor-like 2
ILMN_1257622	0.69649	1.69e-01	1.4815253	-5.04603	0.08387978	595763260	Tubgcp4	tubulin, gamma complex associated protein 4
ILMN_2641063	0.69649	1.70e-01	-1.4811477	-5.0465	-0.07827311	118130354	2810408A11Rik	RIKEN cDNA 2810408A11 gene
ILMN_3149251	0.69649	1.70e-01	1.4810902	-5.04657	0.28096499	225543106	Glud1	glutamate dehydrogenase 1
ILMN_3163572	0.69649	1.70e-01	-1.4808245	-5.0469	-0.0699067	157951649	Adcy7	adenylate cyclase 7
ILMN_2821460	0.69649	1.70e-01	-1.4808016	-5.04693	-0.07942293	113199760	Ptpn18	protein tyrosine phosphatase, non-receptor type 18
ILMN_2597868	0.69649	1.70e-01	1.4807709	-5.04697	0.38026427	118130389	Lgmn	legumain
ILMN_1254341	0.69649	1.70e-01	-1.4805685	-5.04723	-0.0883025	594190790	Rsu1	Ras suppressor protein 1
ILMN_2836924	0.69649	1.70e-01	-1.480229	-5.04765	-0.19210401	595763412	Wdr45	WD repeat domain 45
ILMN_1225522	0.69649	1.70e-01	1.480228	-5.04765	0.30638607	254540207	Trpc4ap	transient receptor potential cation channel, subfamily C, member 4 associated protein
ILMN_1213117	0.69649	1.70e-01	1.4800365	-5.04789	0.53456857	334724451	Trip10	thyroid hormone receptor interactor 10
ILMN_2992403	0.69649	1.70e-01	-1.4800132	-5.04792	-0.16414004	323462190	Cinp	cyclin-dependent kinase 2 interacting protein
ILMN_2723058	0.69649	1.70e-01	-1.4799423	-5.04801	-0.13742555	258679466	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
ILMN_1213307	0.69649	1.70e-01	1.4798179	-5.04816	0.35389793	237681197	Ctdsp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
ILMN_2870152	0.69649	1.70e-01	-1.4797088	-5.0483	-0.10679568	120407063	Xylt1	xylosyltransferase 1
ILMN_2704777	0.69649	1.70e-01	-1.4794307	-5.04865	-0.06936942	142355089	Cyp2d26	cytochrome P450, family 2, subfamily d, polypeptide 26
ILMN_2689160	0.69649	1.70e-01	1.4793443	-5.04876	0.39504649	161353514	Ranbp9	RAN binding protein 9
ILMN_1246498	0.69649	1.70e-01	-1.4791352	-5.04902	-0.14312403	648216264	Nme7	NME/NM23 family member 7
ILMN_2856570	0.69649	1.70e-01	1.4789466	-5.04925	0.2399244	171916089	Gpbp1	GC-rich promoter binding protein 1
ILMN_2640239	0.69649	1.70e-01	-1.4789013	-5.04931	-0.10949853	238550112	Pqlc3	PQ loop repeat containing
ILMN_2672597	0.69649	1.70e-01	-1.478776	-5.04947	-0.13172103	84490417	Gng10	guanine nucleotide binding protein (G protein), gamma 10
ILMN_1249635	0.69649	1.70e-01	-1.4784584	-5.04987	-0.10986965	118129815	P3h2	prolyl 3-hydroxylase 2
ILMN_2629835	0.69649	1.70e-01	-1.4782269	-5.05016	-0.44504139	269784740	Mrpl33	mitochondrial ribosomal protein L33
ILMN_1232099	0.69649	1.70e-01	1.4781752	-5.05022	0.74515423	254281188	Tspan3	tetraspanin 3
ILMN_2725493	0.69649	1.70e-01	1.4776481	-5.05088	0.22770633	118130484	Mob2	MOB kinase activator 2
ILMN_1218325	0.69649	1.71e-01	-1.4771583	-5.05149	-0.34641791	142369990	Atp6v1f	ATPase, H+ transporting, lysosomal V1 subunit F
ILMN_3143266	0.69649	1.71e-01	1.4768249	-5.05191	0.11015174	209977091	Rtkn	rhotekin
ILMN_2706462	0.69649	1.71e-01	-1.4767698	-5.05198	-0.27877369	746817272	Il12a	interleukin 12a
ILMN_1238376	0.69649	1.71e-01	-1.476103	-5.05281	-0.26328429	47087131	M6pr	mannose-6-phosphate receptor, cation dependent
ILMN_2963634	0.69649	1.71e-01	-1.4760902	-5.05283	-0.25006862	283806680	Luc7l2	LUC7-like 2 (S. cerevisiae)
ILMN_2833388	0.69649	1.71e-01	1.4760321	-5.0529	0.16488327	552953767	Eri3	exoribonuclease 3
ILMN_1221081	0.69649	1.71e-01	-1.4758891	-5.05308	-0.07023957	110665706	D130040H23Rik	RIKEN cDNA D130040H23 gene
ILMN_1214358	0.69649	1.71e-01	1.4756689	-5.05335	0.66830465	359807106	Akt1s1	AKT1 substrate 1 (proline-rich)
ILMN_1230766	0.69649	1.71e-01	1.4756137	-5.05342	0.30777532	227499781	Scmh1	sex comb on midleg homolog 1
ILMN_2975295	0.69649	1.71e-01	-1.4755233	-5.05353	-0.07514696	282721099	2010107G12Rik	RIKEN cDNA 2010107G12 gene
ILMN_1227598	0.69649	1.71e-01	-1.4748103	-5.05442	-0.08084551	146134515	Otp	orthopedia homeobox
ILMN_2735422	0.69649	1.71e-01	-1.4748084	-5.05443	-0.34762763	160333313	Ift81	intraflagellar transport 81
ILMN_2715180	0.69649	1.71e-01	-1.4746301	-5.05465	-0.06061218	124301202	Gabpb2	GA repeat binding protein, beta 2
ILMN_2615071	0.69649	1.71e-01	-1.4745788	-5.05471	-0.08614987	255069729	Dok5	docking protein 5
ILMN_2675152	0.69649	1.71e-01	1.4745322	-5.05477	0.18904598	31340991	Vps37c	vacuolar protein sorting 37C
ILMN_2471634	0.69649	1.71e-01	1.4742293	-5.05515	0.18291236	118129981	Zmpste24	zinc metallopeptidase, STE24
ILMN_2693985	0.69649	1.71e-01	1.4740682	-5.05535	0.21812933	94536843	Rpia	ribose 5-phosphate isomerase A
ILMN_2428545	0.69649	1.71e-01	-1.4740559	-5.05537	-0.09787047	380862373	Trem1	triggering receptor expressed on myeloid cells 1
ILMN_1220548	0.69649	1.72e-01	1.4729433	-5.05676	0.41122974	819231694	Lrrc41	leucine rich repeat containing 41
ILMN_2796382	0.69649	1.72e-01	-1.4725586	-5.05724	-0.23842198	113374157	Cdsn	corneodesmosin
ILMN_2724235	0.69649	1.72e-01	1.4725222	-5.05728	0.30909255	600971663	Myo18a	myosin XVIIIA
ILMN_2664858	0.69649	1.72e-01	1.4722788	-5.05758	0.55682937	326807032	Jsrp1	junctional sarcoplasmic reticulum protein 1
ILMN_3004441	0.69649	1.72e-01	-1.4722585	-5.05761	-0.31800271	21313678	Atp5h	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D
ILMN_1229589	0.69649	1.72e-01	1.4721288	-5.05777	0.14159795	283135185	Coq6	coenzyme Q6 monooxygenase
ILMN_2598834	0.69649	1.72e-01	-1.4720956	-5.05781	-0.09342801	163937859	Rbbp6	retinoblastoma binding protein 6
ILMN_2625949	0.69649	1.72e-01	1.4719578	-5.05798	0.10239366	551895032	Dtna	dystrobrevin alpha
ILMN_1226157	0.69649	1.72e-01	1.4718937	-5.05806	0.17643155	118130676	Pik3r3	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)
ILMN_2704499	0.69649	1.72e-01	-1.4715097	-5.05854	-0.23198133	96975137	Hprt	hypoxanthine guanine phosphoribosyl transferase
ILMN_1217444	0.69649	1.72e-01	1.4712027	-5.05893	0.10669915	55741699	Ppp2r5e	protein phosphatase 2, regulatory subunit B', epsilon
ILMN_1215797	0.69649	1.72e-01	1.4711715	-5.05897	0.15365629	224922802	Gpd2	glycerol phosphate dehydrogenase 2, mitochondrial
ILMN_1215120	0.69649	1.72e-01	-1.4708548	-5.05936	-0.10805936	254553351	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
ILMN_1215738	0.69649	1.72e-01	1.4708107	-5.05942	0.08293338	205361111	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3
ILMN_2915716	0.69649	1.72e-01	1.4704739	-5.05984	0.12496994	153792437	0610040J01Rik	RIKEN cDNA 0610040J01 gene
ILMN_2644719	0.69649	1.72e-01	-1.4702983	-5.06005	-0.35286365	237858613	Hmgn3	high mobility group nucleosomal binding domain 3
ILMN_2711734	0.69649	1.72e-01	1.4701928	-5.06019	0.4327469	406855421	Ndufs8	NADH dehydrogenase (ubiquinone) Fe-S protein 8
ILMN_2718251	0.69649	1.72e-01	1.4701016	-5.0603	0.23257889	227430314	Csnk1g2	casein kinase 1, gamma 2
ILMN_1235070	0.69649	1.72e-01	1.4698959	-5.06056	0.22256568	557440882	Nrap	nebulin-related anchoring protein
ILMN_2715802	0.69649	1.72e-01	1.4698656	-5.06059	0.52589741	262331570	Hmga1	high mobility group AT-hook 1
ILMN_2744228	0.69649	1.73e-01	-1.4693998	-5.06117	-0.10000653	229577003	Lipt2	lipoyl(octanoyl) transferase 2 (putative)
ILMN_2898440	0.69649	1.73e-01	-1.4683826	-5.06244	-0.08181266	164663866	Epb41l5	erythrocyte membrane protein band 4.1 like 5
ILMN_2605494	0.69649	1.73e-01	1.4682364	-5.06262	0.18445687	215598780	Tex261	testis expressed gene 261
ILMN_1255254	0.69649	1.73e-01	1.4677433	-5.06324	0.23975919	148277026	Serinc2	serine incorporator 2
ILMN_1232208	0.69649	1.73e-01	1.4671883	-5.06393	0.20122983	142388340	Copz2	coatomer protein complex, subunit zeta 2
ILMN_1249886	0.69649	1.73e-01	-1.4670291	-5.06413	-0.09666855	225007543	Rln1	relaxin 1
ILMN_2708811	0.69649	1.73e-01	1.4668499	-5.06435	0.17478963	41281923	Bre	brain and reproductive organ-expressed protein
ILMN_2416488	0.69649	1.73e-01	1.4667865	-5.06443	0.09901407	258613909	Usp37	ubiquitin specific peptidase 37
ILMN_1229534	0.69649	1.73e-01	1.4667453	-5.06448	0.13888094	941355825	Rnf167	ring finger protein 167
ILMN_3065921	0.69649	1.73e-01	-1.4666891	-5.06455	-0.11790804	183583560	Prex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
ILMN_1236111	0.69649	1.73e-01	-1.466599	-5.06466	-0.07124683	237681062	Fcrla	Fc receptor-like A
ILMN_2910596	0.69649	1.73e-01	1.4663935	-5.06492	0.24642487	840085331	Pold4	polymerase (DNA-directed), delta 4
ILMN_1220038	0.69649	1.73e-01	-1.466364	-5.06495	-0.09487603	133778991	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3
ILMN_2895546	0.69649	1.73e-01	-1.4662441	-5.0651	-0.06860082	315506992	Defb41	defensin beta 41
ILMN_2638333	0.69649	1.73e-01	1.4662056	-5.06515	0.06125238	34556192	Sbno2	strawberry notch homolog 2 (Drosophila)
ILMN_2963792	0.69649	1.73e-01	-1.4661043	-5.06528	-0.1124849	229608907	Trmt1l	tRNA methyltransferase 1 like
ILMN_3009919	0.69649	1.74e-01	-1.4657569	-5.06571	-0.06285285	557636705	Kbtbd8	kelch repeat and BTB (POZ) domain containing 8
ILMN_1228733	0.69649	1.74e-01	1.4657091	-5.06577	0.13333366	215422356	Herpud2	HERPUD family member 2
ILMN_2591800	0.69649	1.74e-01	1.4654829	-5.06605	0.07471877	142371609	Comtd1	catechol-O-methyltransferase domain containing 1
ILMN_1231660	0.69649	1.74e-01	-1.465192	-5.06641	-0.08900255	146149098	Tmem17	transmembrane protein 17
ILMN_1247704	0.69649	1.74e-01	-1.46513	-5.06649	-0.36305713	237858613	Hmgn3	high mobility group nucleosomal binding domain 3
ILMN_2527715	0.69649	1.74e-01	-1.465027	-5.06662	-0.11133195	142353175	Sel1l2	sel-1 suppressor of lin-12-like 2 (C. elegans)
ILMN_2495644	0.69649	1.74e-01	-1.4649654	-5.06669	-0.30550085	9790284	Vps29	VPS29 retromer complex component
ILMN_1256434	0.69649	1.74e-01	1.4649383	-5.06673	0.08369904	240255503	Pigk	phosphatidylinositol glycan anchor biosynthesis, class K
ILMN_2806907	0.69649	1.74e-01	-1.4648056	-5.06689	-0.09963521	142361472	Toporsl	topoisomerase I binding, arginine/serine-rich like
ILMN_2444316	0.69649	1.74e-01	1.4646736	-5.06706	0.18799436	359279902	Tpm3	tropomyosin 3, gamma
ILMN_2878542	0.69649	1.74e-01	-1.4644846	-5.06729	-0.56517201	164664495	Myl1	myosin, light polypeptide 1
ILMN_2852380	0.69649	1.74e-01	1.4644828	-5.06729	0.17408165	153791881	Srp54a	signal recognition particle 54A
ILMN_3129011	0.69649	1.74e-01	-1.4644759	-5.0673	-0.08673878	163644274	Mylk2	myosin, light polypeptide kinase 2, skeletal muscle
ILMN_2878620	0.69649	1.74e-01	-1.4644617	-5.06732	-0.06576247	227116333	H13	histocompatibility 13
ILMN_2721357	0.69649	1.74e-01	-1.4643301	-5.06748	-0.22856545	141803108	Lhfpl2	lipoma HMGIC fusion partner-like 2
ILMN_1249116	0.69649	1.74e-01	1.4642568	-5.06757	0.15911674	142377466	Cpsf3l	cleavage and polyadenylation specific factor 3-like
ILMN_2793844	0.69649	1.74e-01	1.4641577	-5.0677	0.42413159	224922840	Stk40	serine/threonine kinase 40
ILMN_2717439	0.69649	1.74e-01	-1.4641096	-5.06776	-0.17332408	126012549	Pip4k2a	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha
ILMN_3161842	0.69649	1.74e-01	-1.4640953	-5.06778	-0.07751028	58801411	Olfr832	olfactory receptor 832
ILMN_2792267	0.69649	1.74e-01	1.4639289	-5.06798	0.24123122	295390023	Tirap	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein
ILMN_3119245	0.69649	1.74e-01	1.4633615	-5.06869	0.24783617	550821982	Bicd2	bicaudal D homolog 2 (Drosophila)
ILMN_2694257	0.69649	1.74e-01	1.4633479	-5.0687	0.17042934	70887805	Ccdc28b	coiled coil domain containing 28B
ILMN_2719202	0.69649	1.74e-01	1.4633326	-5.06872	0.6723083	587651938	Hist1h2bf	histone cluster 1, H2bf
ILMN_3123864	0.69649	1.74e-01	-1.4628667	-5.0693	-0.08791646	157042784	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2
ILMN_2750912	0.69649	1.74e-01	-1.4627432	-5.06946	-0.29104786	485050406	Fyco1	FYVE and coiled-coil domain containing 1
ILMN_2846198	0.69649	1.74e-01	-1.4626902	-5.06952	-0.10692238	363543335	Echdc2	enoyl Coenzyme A hydratase domain containing 2
ILMN_2729870	0.69649	1.74e-01	1.4626462	-5.06958	0.3903238	126157503	Srrm2	serine/arginine repetitive matrix 2
ILMN_1252845	0.69649	1.74e-01	-1.4624143	-5.06986	-0.1390079	119226250	Polr1c	polymerase (RNA) I polypeptide C
ILMN_1254562	0.69649	1.74e-01	1.4624083	-5.06987	0.13466744	256985105	Atp13a2	ATPase type 13A2
ILMN_1239185	0.69649	1.74e-01	-1.4623852	-5.0699	-0.13302453	31982657	Erp29	endoplasmic reticulum protein 29
ILMN_2774640	0.69649	1.74e-01	-1.4623274	-5.06997	-0.113009	226693392	Blm	Bloom syndrome, RecQ helicase-like
ILMN_2997998	0.69649	1.75e-01	-1.4621761	-5.07016	-0.57461461	255982497	Sar1b	secretion associated Ras related GTPase 1B
ILMN_2447121	0.69649	1.75e-01	-1.4621024	-5.07025	-0.07440826	116174783	Trim42	tripartite motif-containing 42
ILMN_1254996	0.69649	1.75e-01	1.4619175	-5.07048	0.07598	144922711	Usp45	ubiquitin specific petidase 45
ILMN_2598050	0.69649	1.75e-01	-1.4618022	-5.07063	-0.07842187	117676358	Prss52	protease, serine 52
ILMN_1221405	0.69649	1.75e-01	-1.4617282	-5.07072	-0.08599479	469832294	Crk	v-crk avian sarcoma virus CT10 oncogene homolog
ILMN_2681474	0.69649	1.75e-01	1.461694	-5.07076	0.54059721	124487400	Lmtk2	lemur tyrosine kinase 2
ILMN_2730054	0.69649	1.75e-01	-1.4615401	-5.07095	-0.19249305	118130776	Serpina3c	serine (or cysteine) peptidase inhibitor, clade A, member 3C
ILMN_3005266	0.69649	1.75e-01	1.4615293	-5.07096	0.28419838	142365642	Chrac1	chromatin accessibility complex 1
ILMN_2851218	0.69649	1.75e-01	-1.4614661	-5.07104	-0.08821169	141801851	Krtap19-9b	keratin associated protein 19-9B
ILMN_2907540	0.69649	1.75e-01	1.460971	-5.07166	0.23298996	281332200	Lmcd1	LIM and cysteine-rich domains 1
ILMN_2693895	0.69649	1.75e-01	-1.4608096	-5.07186	-0.39663995	440309867	Acta2	actin, alpha 2, smooth muscle, aorta
ILMN_2855928	0.69649	1.75e-01	-1.4606589	-5.07204	-0.08514351	226693359	Spag6l	sperm associated antigen 6-like
ILMN_2605268	0.69649	1.75e-01	1.4606055	-5.07211	0.62226007	118131205	Ubqln4	ubiquilin 4
ILMN_1247592	0.69649	1.75e-01	-1.460588	-5.07213	-0.22699419	86198304	Casp1	caspase 1
ILMN_1229702	0.69649	1.75e-01	1.4603871	-5.07238	0.16646655	133892152	Nrbp1	nuclear receptor binding protein 1
ILMN_2744259	0.69649	1.75e-01	-1.4601969	-5.07262	-0.10116995	68510030	Zkscan1	zinc finger with KRAB and SCAN domains 1
ILMN_2936427	0.69649	1.75e-01	-1.4601746	-5.07265	-0.21512394	255918148	Mcm4	minichromosome maintenance complex component 4
ILMN_2930933	0.69649	1.75e-01	-1.459826	-5.07308	-0.22816716	261823965	Zfp638	zinc finger protein 638
ILMN_1249486	0.69649	1.75e-01	-1.4598144	-5.07309	-0.28888348	324021663	Clec10a	C-type lectin domain family 10, member A
ILMN_2717613	0.69649	1.75e-01	-1.45976	-5.07316	-0.11321279	162287299	Cdk2	cyclin-dependent kinase 2
ILMN_2751158	0.69649	1.75e-01	1.4596007	-5.07336	0.15007469	215422356	Herpud2	HERPUD family member 2
ILMN_3099470	0.69649	1.75e-01	-1.459462	-5.07353	-0.09314905	127139957	Sox12	SRY (sex determining region Y)-box 12
ILMN_2627022	0.69649	1.75e-01	-1.4592124	-5.07384	-0.08200305	575771753	Itih4	inter alpha-trypsin inhibitor, heavy chain 4
ILMN_2796440	0.69649	1.75e-01	-1.4591375	-5.07393	-0.0941218	142373257	Ift57	intraflagellar transport 57
ILMN_2907331	0.69649	1.75e-01	1.458789	-5.07436	0.16555223	919185125	Scarb2	scavenger receptor class B, member 2
ILMN_2738837	0.69649	1.75e-01	1.4587106	-5.07446	0.19711926	41056092	Nif3l1	Ngg1 interacting factor 3-like 1 (S. pombe)
ILMN_2829295	0.69649	1.76e-01	1.458537	-5.07468	0.24610719	229576851	Mrps31	mitochondrial ribosomal protein S31
ILMN_2999007	0.69649	1.76e-01	1.4585238	-5.07469	0.24125686	160333567	Casc3	cancer susceptibility candidate 3
ILMN_1242566	0.69649	1.76e-01	-1.4584435	-5.07479	-0.06890192	984655782	Dsg2	desmoglein 2
ILMN_2937122	0.69649	1.76e-01	1.4583694	-5.07489	0.25513196	124517684	Trak1	trafficking protein, kinesin binding 1
ILMN_1226232	0.69649	1.76e-01	-1.4583637	-5.07489	-0.08070663	225703135	Cntfr	ciliary neurotrophic factor receptor
ILMN_2968807	0.69649	1.76e-01	-1.4583462	-5.07491	-0.1662625	356991222	Rpain	RPA interacting protein
ILMN_2692657	0.69649	1.76e-01	-1.4582011	-5.07509	-0.09003593	153945807	Ighmbp2	immunoglobulin mu binding protein 2
ILMN_2631161	0.69649	1.76e-01	1.4581486	-5.07516	0.07180539	224922769	Fcgr4	Fc receptor, IgG, low affinity IV
ILMN_2655577	0.69649	1.76e-01	1.457379	-5.07611	0.07603986	254587976	Pold1	polymerase (DNA directed), delta 1, catalytic subunit
ILMN_2734646	0.69649	1.76e-01	1.4573098	-5.0762	0.78259416	145966856	Stim1	stromal interaction molecule 1
ILMN_2856144	0.69649	1.76e-01	1.4569859	-5.0766	0.17774096	194394152	Mtmr2	myotubularin related protein 2
ILMN_2755534	0.69649	1.76e-01	1.4564648	-5.07725	0.56530932	110832840	Msrb1	methionine sulfoxide reductase B1
ILMN_2619848	0.69649	1.76e-01	1.4562218	-5.07755	0.46766101	291045184	Tfrc	transferrin receptor
ILMN_3161878	0.69649	1.76e-01	-1.4562186	-5.07755	-0.08337626	77404282	Bid	BH3 interacting domain death agonist
ILMN_2970623	0.69649	1.76e-01	-1.4561052	-5.07769	-0.08631919	146134946	Cenpp	centromere protein P
ILMN_2671266	0.69649	1.76e-01	1.4554909	-5.07845	0.32692474	94400913	Dennd6b	DENN/MADD domain containing 6B
ILMN_2869225	0.69649	1.76e-01	-1.4554151	-5.07855	-0.55207918	226958652	Rpl19	ribosomal protein L19
ILMN_2652181	0.69649	1.76e-01	-1.4552273	-5.07878	-0.08841384	545688908	Mast2	microtubule associated serine/threonine kinase 2
ILMN_2779636	0.69649	1.76e-01	1.454883	-5.07921	0.20337457	166706894	Tox4	TOX high mobility group box family member 4
